,Host,Isolate Name,Isolation Date,State,Subtype
1124,IRD:Mallard/Avian,A/mallard/California/2568P/2011,2011-08-12 00:00:00,California,H3N8
1125,IRD:Mallard/Avian,A/mallard/Ohio/11OS2206/2011,2011-08-19 00:00:00,Ohio,H10N1
1126,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4368/2011,2011-11-05 00:00:00,Wisconsin,H11N9
1127,IRD:Mallard/Avian,A/mallard/California/2566P/2011,2011-08-12 00:00:00,California,H4N8
1128,IRD:Avian,A/American black duck/New Brunswick/00473/2010,2010-08-12 00:00:00,New Brunswick,H4N6
1129,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/2665/2009,2009-10-17 00:00:00,Wisconsin,H4N2
1130,IRD:Mallard/Avian,A/mallard/Alberta/270/2008,2008-08-07 00:00:00,Alberta,H4N6
1131,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-027/2009,2009-05-13 00:00:00,New Jersey,H11N1
1132,IRD:Avian,A/mallard/Interior Alaska/9BM2164/2009,2009-07-10 00:00:00,Interior Alaska,H4N6
1133,IRD:Avian,A/mallard/Wisconsin/10OS4194/2010,2010-11-30 00:00:00,Wisconsin,H11N9
1134,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/486/2008,2008-05-17 00:00:00,Delaware,H4N6
1135,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10000R0/2010,2010-08-08 00:00:00,Interior Alaska,H3N8
1136,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-2518/2009,2009-09-06 00:00:00,Minnesota,H2N3
1137,IRD:Avian,A/mallard/Interior Alaska/10BM06911R0/2010,2010-07-31 00:00:00,Interior Alaska,H7N3
1138,IRD:Avian,A/blue-winged teal/Iowa/10OS2649/2010,2010-09-18 00:00:00,Iowa,H3N6
1139,IRD:Mallard/Avian,A/mallard/Wisconsin/2756/2009,2009-10-30 00:00:00,Wisconsin,H1N1
1140,IRD:Avian,A/mallard/Minnesota/AI09-1669/2009,2009-07-27 00:00:00,Minnesota,H10N3
1141,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3075R2/2009,2009-07-18 00:00:00,Interior Alaska,H10N7
1142,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8MP0262R2/2008,2008-08-08 00:00:00,Interior Alaska,H7N3
1143,IRD:Herring Gull/Avian,A/herring gull/New Jersey/AI09-335/2009,2009-05-16 00:00:00,New Jersey,H11N1
1144,IRD:Avian,A/mallard/Interior Alaska/10BM06452R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
1145,IRD:Avian,A/American black duck/New Brunswick/00616/2010,2010-08-16 00:00:00,New Brunswick,H3N8
1146,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3170/2011,2011-09-24 00:00:00,Wisconsin,H6N1
1147,IRD:Mallard/Avian,A/mallard/Alberta/419/2009,2009-08-22 00:00:00,Alberta,H2N3
1148,IRD:Northern Shoveler/Avian,A/northern shoveler/Missouri/298/2009,2009-12-06 00:00:00,Missouri,H9N2
1149,IRD:Avian,A/mallard/New Jersey/Sg-00760/2008,2008-09-21 00:00:00,New Jersey,H4N6
1150,IRD:Avian,A/American black duck/Nova Scotia/00092/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1151,IRD:Avian,A/lesser scaup/Louisiana/AI09-5204/2009,2009-11-14 00:00:00,Louisiana,H6N8
1152,IRD:Avian,A/green-winged teal/Prince Edward Island/03846/2009,2009-08-19 00:00:00,Prince Edward Island,(N8)
1153,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-620/2009,2009-05-22 00:00:00,New Jersey,H11N1
1154,IRD:Avian,A/American green-winged teal/Wisconsin/10OS3127/2010,2010-10-20 00:00:00,Wisconsin,H5N2
1155,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12308R0/2010,2010-08-14 00:00:00,Interior Alaska,H4N6
1156,IRD:Mallard/Avian,A/mallard/Ohio/10OS1469/2010,2010-08-18 00:00:00,Ohio,H3N2
1157,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/226/2009,2009-05-20 00:00:00,Delaware,H1N7
1158,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/2572/2009,2009-10-06 00:00:00,Wisconsin,H2N3
1159,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/11OS3052/2011,2011-09-24 00:00:00,Wisconsin,H3N2
1160,IRD:Avian,A/northern pintail/Interior Alaska/10BM06899R0/2010,2010-07-31 00:00:00,Interior Alaska,H7N3
1161,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3658/2008,2008-09-24 00:00:00,Interior Alaska,H4N6
1162,IRD:Avian,A/mallard/Nova Scotia/00778/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
1163,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11542R0/2009,2009-08-19 00:00:00,Interior Alaska,H3N8
1164,IRD:Mallard/Avian,A/mallard/Wisconsin/08OS2844/2008,2008-10-31 00:00:00,Wisconsin,H2N3
1165,IRD:Avian,A/bufflehead/Wisconsin/10OS3204/2010,2010-11-07 00:00:00,Wisconsin,H12N5
1166,IRD:Avian,A/northern pintail/Interior Alaska/10BM08899R0/2010,2010-08-05 00:00:00,Interior Alaska,H4N6
1167,IRD:Avian,A/American black duck/New Brunswick/00425/2010,2010-08-10 00:00:00,New Brunswick,H3N8
1168,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM09159R0/2010,2010-08-06 00:00:00,Interior Alaska,H3N8
1169,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM07114R0/2010,2010-08-01 00:00:00,Interior Alaska,H7N3
1170,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1968/2009,2009-07-06 00:00:00,Interior Alaska,H4N6
1171,IRD:Mallard/Avian,A/mallard/Illinois/4124/2009,2009-11-29 00:00:00,Illinois,H4N8
1172,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/250/2009,2009-05-20 00:00:00,Delaware,H10N7
1173,IRD:Mallard/Avian,A/mallard/California/2576V/2011,2011-08-12 00:00:00,California,H3N8
1174,IRD:Mallard/Avian,A/mallard/California/6744/2009,2009-10-25 00:00:00,California,H6N1
1175,IRD:Mallard/Avian,A/mallard/Illinois/11OS5564/2011,2011-11-12 00:00:00,Illinois,H1N8
1176,IRD:Avian,A/mallard/Interior Alaska/10BM02644R0/2010,2010-06-25 00:00:00,Interior Alaska,H4N6
1177,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00521/2008,2008-05-22 00:00:00,New Jersey,H10N7
1178,IRD:Avian,A/mallard/Minnesota/SG-00932/2008,2008-09-16 00:00:00,Minnesota,H6N1
1179,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00557/2008,2008-06-04 00:00:00,New Jersey,H11N5
1180,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM12163R0/2010,2010-08-13 00:00:00,Interior Alaska,H3N8
1181,IRD:Avian,A/blue-winged teal/North Dakota/Sg-00750/2008,2008-09-10 00:00:00,North Dakota,H4N6
1182,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00561/2008,2008-05-18 00:00:00,New Jersey,H11N9
1183,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-827/2009,2009-05-29 00:00:00,New Jersey,H10N1
1184,IRD:Northern Shoveler/Avian,A/northern shoveler/Interior Alaska/9BM12332R0/2009,2009-09-02 00:00:00,Interior Alaska,H3N8
1185,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Missouri/11OS2585/2011,2011-09-10 00:00:00,Missouri,H4N8
1186,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4115/2011,2011-10-16 00:00:00,Wisconsin,H11N9
1187,IRD:Northern Pintail/Avian,A/northern pintail/California/8152/2008,2008-10-22 00:00:00,California,H6N1
1188,IRD:Avian,A/mallard/New Brunswick/03482/2009,2009-08-14 00:00:00,New Brunswick,H3N8
1189,IRD:Avian,A/American green-winged teal/Wisconsin/11OS3425/2011,2011-10-16 00:00:00,Wisconsin,H12N5
1190,IRD:Avian,A/mallard/Minnesota/SG-00927/2008,2008-09-17 00:00:00,Minnesota,H6N1
1191,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-1714/2009,2009-07-26 00:00:00,Minnesota,H7N1
1192,IRD:Mallard/Avian,A/mallard/California/1390/2010,2010-08-04 00:00:00,California,H7N5
1193,IRD:Mallard/Avian,A/mallard/Ohio/11OS2150/2011,2011-08-15 00:00:00,Ohio,H3N1
1194,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM11694R0/2010,2010-08-13 00:00:00,Interior Alaska,H3N8
1195,IRD:Avian,A/mallard/New Brunswick/00495/2010,2010-08-12 00:00:00,New Brunswick,H3N8
1196,IRD:Mallard/Avian,A/mallard/California/6471/2008,2008-11-02 00:00:00,California,H3N8
1197,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8022R0/2009,2009-08-09 00:00:00,Interior Alaska,H4N6
1198,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3379R0/2009,2009-07-22 00:00:00,Interior Alaska,H10N7
1199,IRD:Mallard/Avian,A/mallard/Alberta/527/2008,2008-08-08 00:00:00,Alberta,H3N8
1200,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3241/2011,2011-09-19 00:00:00,Canada,H4N6
1201,IRD:Avian,A/herring gull/New Jersey/AI09-1262/2009,2009-06-10 00:00:00,New Jersey,H10N7
1202,IRD:Avian,A/ring-billed gull/Quebec/G139/2010,2010-05-18 00:00:00,Quebec,H1N3
1203,IRD:Avian,A/American green-winged teal/Mississippi/11OS256/2011,2011-01-15 00:00:00,Mississippi,H1N1
1204,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7108R2/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
1205,IRD:Turkey/Avian,A/turkey/Ontario/FAV114-17/2009,2009-11-03 00:00:00,Ontario,H1N1
1206,IRD:Avian,A/American black duck/New Brunswick/00953/2010,2010-09-15 00:00:00,New Brunswick,H3N8
1207,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM12146R0/2010,2010-08-13 00:00:00,Interior Alaska,H4N6
1208,IRD:Green-Winged Teal/Avian,A/green-winged teal/Minnesota/Sg-01000/2008,2008-09-11 00:00:00,Minnesota,H3N6
1209,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8935R0/2009,2009-08-11 00:00:00,Interior Alaska,H4N7
1210,IRD:Northern Pintail/Avian,A/northern pintail/Wisconsin/11OS3295/2011,2011-10-01 00:00:00,Wisconsin,H4N2
1211,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM10928R0/2010,2010-08-11 00:00:00,Interior Alaska,H3N8
1212,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07777R0/2010,2010-08-03 00:00:00,Interior Alaska,H4N6
1213,IRD:Mallard/Avian,A/mallard/Wisconsin/4197/2009,2009-12-03 00:00:00,Wisconsin,H1N1
1214,IRD:Avian,A/American black duck/New Brunswick/00326/2010,2010-08-08 00:00:00,New Brunswick,H1N1
1215,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00533/2008,2008-05-30 00:00:00,New Jersey,H4N6
1216,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7934R0/2009,2009-08-08 00:00:00,Interior Alaska,H4N6
1217,IRD:Avian,A/mallard/Interior Alaska/10BM06461R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
1218,IRD:Mallard/Avian,A/mallard/Ohio/4809-9/2008,2008-11-26 00:00:00,Ohio,H1N1
1219,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM08874R0/2010,2010-08-05 00:00:00,Interior Alaska,H7N3
1220,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/55/2009,2009-05-15 00:00:00,Delaware,H10N7
1221,IRD:Mallard/Avian,A/mallard/Alberta/167/2010,2010-08-12 00:00:00,Alberta,H7N3
1222,IRD:Avian,A/mallard/Interior Alaska/9BM2751R0/2009,2009-07-15 00:00:00,Interior Alaska,H10N7
1223,IRD:Avian,A/northern pintail/Interior Alaska/10BM09102R0/2010,2010-08-05 00:00:00,Interior Alaska,H3N8
1224,IRD:Avian,A/black scoter/New Brunswick/00010/2009,2009-05-02 00:00:00,New Brunswick,H7N6
1225,IRD:Avian,A/mallard/California/6772/2008,2008-11-15 00:00:00,California,H4N6
1226,IRD:Avian,A/mallard/Interior Alaska/9BM3205R0/2009,2009-07-20 00:00:00,Interior Alaska,H10N7
1227,IRD:Green-Winged Teal/Avian,A/green-winged teal/California/10197/2008,2008-12-14 00:00:00,California,H10N7
1228,IRD:Avian,A/blue-winged teal/Guatemala/CIP049-06/2010,2010-01-31 00:00:00,Guatemala,H8N4
1229,IRD:Avian,A/mallard/Minnesota/Sg-01018/2008,2008-09-09 00:00:00,Minnesota,H6N2
1230,IRD:Northern Pintail/Avian,A/northern pintail/Wisconsin/2737/2009,2009-10-17 00:00:00,Wisconsin,H3N2
1231,IRD:Avian,A/blue-winged teal/Minnesota/Sg-00613/2008,2008-07-29 00:00:00,Minnesota,H3N8
1232,IRD:Mallard/Avian,A/mallard/Wisconsin/08OS2271/2008,2008-10-19 00:00:00,Wisconsin,H11N9
1233,IRD:Northern Pintail/Avian,A/northern pintail/Alberta/8/2009,2009-08-19 00:00:00,Alberta,H3N8
1234,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM10563R2/2009,2009-08-16 00:00:00,Interior Alaska,H4N6
1235,IRD:Avian,A/mallard/Ohio/11OS2096/2011,2011-08-19 00:00:00,Ohio,H4N8
1236,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/281/2009,2009-05-20 00:00:00,Delaware,H10N7
1237,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10224R0/2009,2009-08-16 00:00:00,Interior Alaska,H10N7
1238,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM09481R0/2010,2010-08-06 00:00:00,Interior Alaska,H7N3
1239,IRD:Avian,A/American black duck/New Brunswick/00618/2010,2010-08-16 00:00:00,New Brunswick,H3N6
1240,IRD:Blue-Winged Teal/Avian,A/blue-winged Teal/Minnesota/AI09-3786/2009,2009-09-06 00:00:00,Minnesota,H4N6
1241,IRD:Avian,A/American black duck/New Brunswick/00620/2010,2010-08-16 00:00:00,New Brunswick,H3N6
1242,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10811R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
1243,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00512/2008,2008-05-23 00:00:00,New Jersey,H10N7
1244,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8425R0/2009,2009-08-09 00:00:00,Interior Alaska,H10N7
1245,IRD:Mallard/Avian,A/mallard/California/2556V/2011,2011-08-12 00:00:00,California,H3N8
1246,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7258R0/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
1247,IRD:Greater Scaup/Avian,A/greater scaup/Wisconsin/4234/2009,2009-12-06 00:00:00,Wisconsin,H11N9
1248,IRD:Hooded Merganser/Avian,A/hooded merganser/New Brunswick/03750/2009,2009-09-14 00:00:00,New Brunswick,H13N6
1249,IRD:Avian,A/northern shoveler/California/3628/2011,2011-01-01 00:00:00,California,H10N3
1250,IRD:Avian,A/mallard/Interior Alaska/9BM2395R0/2009,2009-07-13 00:00:00,Interior Alaska,H4N6
1251,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-1854/2009,2009-07-28 00:00:00,Minnesota,H8N4
1252,IRD:Mallard/Avian,A/mallard/Illinois/11OS5576/2011,2011-11-12 00:00:00,Illinois,H5N3
1253,IRD:Northern Shoveler/Avian,A/northern shoveler/Interior Alaska/8BM3470/2008,2008-09-01 00:00:00,Interior Alaska,H9N2
1254,IRD:Avian,A/American green-winged teal/Texas/AI09-6046/2009,2009-12-13 00:00:00,Texas,H3N8
1255,IRD:Mallard/Avian,A/mallard/California/6634/2008,2008-11-09 00:00:00,California,H11N9
1256,IRD:Avian,A/green-winged teal/Prince Edward Island/00839/2010,2010-09-02 00:00:00,Prince Edward Island,H3N8
1257,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM6888R0/2009,2009-08-10 00:00:00,Interior Alaska,H10N7
1258,IRD:Avian,A/American wigeon/California/2423/2010,2010-10-23 00:00:00,California,H6N1
1259,IRD:Avian,A/northern shoveler/Interior Alaska/9BM1447R2/2009,2009-06-20 00:00:00,Interior Alaska,H8N4
1260,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8907R0/2009,2009-08-11 00:00:00,Interior Alaska,H3N8
1261,IRD:Gadwall/Avian,A/gadwall/California/8504/2008,2008-10-25 00:00:00,California,H6N1
1262,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-377/2009,2009-05-14 00:00:00,New Jersey,H6N1
1263,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-874/2009,2009-05-22 00:00:00,New Jersey,H1N8
1264,IRD:Laughing Gull/Avian,A/laughing gull/New Jersey/Sg-00559/2008,2008-05-28 00:00:00,New Jersey,H13N9
1265,IRD:Avian,A/mallard/Interior Alaska/10BM05968R0/2010,2010-07-27 00:00:00,Interior Alaska,H3N8
1266,IRD:Mallard/Avian,A/mallard/Ohio/08OS1270/2008,2008-08-07 00:00:00,Ohio,H4N6
1267,IRD:Northern Shoveler/Avian,A/northern shoveler/Mississippi/09OS168/2009,2009-01-11 00:00:00,Mississippi,H10N6
1268,IRD:Avian,A/mallard/Illinois/10OS4179/2010,2010-11-29 00:00:00,Illinois,H11N2
1269,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM08488R0/2010,2010-08-04 00:00:00,Interior Alaska,H3N8
1270,IRD:Avian,A/northern shoveler/California/4020/2011,2011-01-05 00:00:00,California,H4N3
1271,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00525/2008,2008-05-22 00:00:00,New Jersey,H3N8
1272,IRD:Avian,A/mallard/Missouri/10MO0391/2010,2010-12-22 00:00:00,Missouri,H10N7
1273,IRD:Avian,A/mallard/Minnesota/Sg-0617/2008,2008-07-29 00:00:00,Minnesota,H1N1
1274,IRD:Avian,A/mallard/Interior Alaska/9BM2606R0/2009,2009-07-14 00:00:00,Interior Alaska,H4N6
1275,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM08100R0/2010,2010-08-04 00:00:00,Interior Alaska,H7N3
1276,IRD:Avian,A/mallard/New Jersey/Sg-00965/2008,2008-09-21 00:00:00,New Jersey,H4N6
1277,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11583R0/2009,2009-08-20 00:00:00,Interior Alaska,H10N7
1278,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-1684/2009,2009-07-27 00:00:00,Minnesota,H1N1
1279,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3491/2011,2011-10-23 00:00:00,Wisconsin,H4N2
1280,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00495/2008,2008-05-17 00:00:00,New Jersey,H12N5
1281,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00517/2008,2008-05-22 00:00:00,New Jersey,H10N7
1282,IRD:Mallard/Avian,A/mallard/Missouri/220/2009,2009-12-07 00:00:00,Missouri,H7N3
1283,IRD:Avian,A/northern shoveler/Arkansas/AI09-6012/2009,2009-12-10 00:00:00,Arkansas,H10N3
1284,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM11179R0/2009,2009-08-18 00:00:00,Interior Alaska,H10N7
1285,IRD:Northern Shoveler/Avian,A/northern shoveler/Wisconsin/11OS3013/2011,2011-10-02 00:00:00,Wisconsin,H4N8
1286,IRD:Mallard/Avian,A/mallard/California/8457/2008,2008-10-22 00:00:00,California,H6N2
1287,IRD:Avian,A/American green-winged teal/Wisconsin/10OS2955/2010,2010-10-03 00:00:00,Wisconsin,H5N2
1288,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/300/2009,2009-05-20 00:00:00,Delaware,H1N1
1289,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Wisconsin/11OS3303/2011,2011-10-01 00:00:00,Wisconsin,H3N2
1290,IRD:Mallard/Avian,A/mallard/California/11119/2008,2008-12-06 00:00:00,California,H11N9
1291,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10176R0/2010,2010-08-08 00:00:00,Interior Alaska,H4N6
1292,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-464/2009,2009-05-26 00:00:00,New Jersey,H1N7
1293,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/338/2009,2009-05-20 00:00:00,Delaware,H10N1
1294,IRD:Avian,A/American black duck/New Brunswick/00385/2010,2010-08-09 00:00:00,New Brunswick,H1N1
1295,IRD:Mallard/Avian,A/mallard/Ohio/11OS2044/2011,2011-08-17 00:00:00,Ohio,H10N7
1296,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-14/2010,2010-01-31 00:00:00,Guatemala,H8N4
1297,IRD:Mallard/Avian,A/mallard/California/6695/2009,2009-10-25 00:00:00,California,H6N1
1298,IRD:Avian,A/blue-winged teal/Nova Scotia/01009/2010,2010-09-20 00:00:00,Nova Scotia,H4N6
1299,IRD:Avian,A/blue-winged teal/Missouri/10MO030/2010,2010-09-16 00:00:00,Missouri,H4N6
1300,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00564/2008,2008-05-22 00:00:00,New Jersey,H11N9
1301,IRD:Mallard/Avian,A/mallard/Mississippi/360/2010,2010-01-16 00:00:00,Mississippi,H3N8
1302,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3305/2011,2011-09-25 00:00:00,Canada,H4N6
1303,IRD:Avian,A/mallard/Iowa/10OS2426/2010,2010-09-18 00:00:00,Iowa,H3N8
1304,IRD:Avian,A/blue-winged teal/Minnesota/Sg-00787/2008,2008-08-03 00:00:00,Minnesota,H3N8
1305,IRD:American Wigeon/Avian,A/American wigeon/California/8670/2008,2008-10-29 00:00:00,California,H6N1
1306,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10CH00003R0/2010,2010-09-04 00:00:00,Interior Alaska,H4N6
1307,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/AI09-1221/2009,2009-06-02 00:00:00,Delaware,H1N1
1308,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1969/2009,2009-07-06 00:00:00,Interior Alaska,H4N6
1309,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Missouri/11OS2620/2011,2011-09-10 00:00:00,Missouri,H4N6
1310,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/771/2009,2009-06-04 00:00:00,Delaware,H1N7
1311,IRD:Avian,A/blue-winged teal/Nova Scotia/01000/2010,2010-09-20 00:00:00,Nova Scotia,H6N1
1312,IRD:Avian,A/American wigeon/Iowa/10OS2748/2010,2010-10-17 00:00:00,Iowa,H2N2
1313,IRD:Avian,A/mallard/Minnesota/Sg-00591/2008,2008-07-31 00:00:00,Minnesota,H3N8
1314,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/03553/2009,2009-09-11 00:00:00,New Brunswick,H4N6
1315,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00567/2008,2008-06-04 00:00:00,New Jersey,H11N2
1316,IRD:Mallard/Avian,A/mallard/Ohio/11OS2204/2011,2011-08-19 00:00:00,Ohio,H4N8
1317,IRD:Avian,A/mallard/New Brunswick/00341/2010,2010-08-08 00:00:00,New Brunswick,H3N8
1318,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2252/2009,2009-07-11 00:00:00,Interior Alaska,H4N6
1319,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM10047R0/2009,2009-08-15 00:00:00,Interior Alaska,H3N8
1320,IRD:Avian,A/northern pintail/Interior Alaska/10BM02539R0/2010,2010-06-22 00:00:00,Interior Alaska,H7N3
1321,IRD:Avian,A/mallard/Minnesota/Sg-01039/2008,2008-09-14 00:00:00,Minnesota,H4N8
1322,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM5941R0/2009,2009-08-01 00:00:00,Interior Alaska,H10N7
1323,IRD:Avian,A/blue-winged teal/New Brunswick/00598/2010,2010-08-15 00:00:00,New Brunswick,H3N7
1324,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-626/2009,2009-05-26 00:00:00,New Jersey,H1N1
1325,IRD:Avian,A/mallard/Missouri/10MO0333/2010,2010-12-22 00:00:00,Missouri,H11N9
1326,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00508/2008,2008-05-23 00:00:00,New Jersey,H10N7
1327,IRD:Avian,A/mallard/Wisconsin/10OS4193/2010,2010-11-30 00:00:00,Wisconsin,H11N9
1328,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/438/2008,2008-05-17 00:00:00,Delaware,H4N6
1329,IRD:Avian,A/mallard/Minnesota/AI09-3819/2009,2009-09-12 00:00:00,Minnesota,(H6)
1330,IRD:Ring-Necked Duck/Avian,A/ring-necked duck/Illinois/4125/2009,2009-11-29 00:00:00,Illinois,H4N8
1331,IRD:Mallard/Avian,A/mallard/Ohio/11OS2073/2011,2011-08-18 00:00:00,Ohio,H1N2
1332,IRD:Avian,A/northern shoveler/California/2815/2011,2011-10-29 00:00:00,California,H5N2
1333,IRD:Avian,A/mallard/Nova Scotia/00088/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
1334,IRD:Avian,A/American green-winged teal/Interior Alaska/9BM6258R0/2009,2009-08-03 00:00:00,Interior Alaska,H4N6
1335,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00560/2008,2008-05-16 00:00:00,New Jersey,H12N5
1336,IRD:Mallard/Avian,A/mallard/Ohio/11OS2048/2011,2011-08-17 00:00:00,Ohio,H1N1
1337,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10287R0/2009,2009-08-16 00:00:00,Interior Alaska,H10N7
1338,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6510R0/2009,2009-08-04 00:00:00,Interior Alaska,H8N4
1339,IRD:Avian,A/mallard/Missouri/10MO084/2010,2010-11-16 00:00:00,Missouri,H5N9
1340,IRD:Mallard/Avian,A/mallard/Wisconsin/4203/2009,2009-12-03 00:00:00,Wisconsin,H11N9
1341,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10236R0/2009,2009-08-16 00:00:00,Interior Alaska,H10N7
1342,IRD:American Black Duck/Avian,A/American black duck/New Brunswick/00623/2010,2010-08-16 00:00:00,New Brunswick,H4N8
1343,IRD:Mallard/Avian,A/mallard/Mississippi/354/2010,2010-01-16 00:00:00,Mississippi,H3N8
1344,IRD:Avian,A/mallard/Arkansas/AI09-5900/2009,2009-12-11 00:00:00,Arkansas,H3N8
