,Sink,Source,Time Class,Time Delta,Transmission Type,Weight
977,A/northern pintail/Interior Alaska/9BM10471R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,10.0,Intra-Species,7.9923769999999985
978,A/northern pintail/Interior Alaska/9BM7044R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,0.0,Intra-Species,7.9978729999999985
979,A/mallard/Interior Alaska/9BM10851R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,11.0,Inter-Species,7.9867029999999986
980,A/northern pintail/Interior Alaska/9BM7050R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,0.0,Intra-Species,8.0
981,A/northern pintail/Interior Alaska/9BM8657R1/2009,A/northern pintail/Interior Alaska/9BM6290R0/2009,Direct Transmission,7.0,Intra-Species,7.989717999999999
982,A/northern pintail/Interior Alaska/9BM8907R0/2009,A/northern pintail/Interior Alaska/9BM6290R0/2009,Direct Transmission,8.0,Intra-Species,7.9790680000000025
983,A/mallard/Interior Alaska/9BM11867R0/2009,A/northern pintail/Interior Alaska/9BM6290R0/2009,Environmental Persistence,16.0,Inter-Species,7.985789
984,A/American black duck/New Brunswick/03556/2009,A/American black duck/New Brunswick/03552/2009,Direct Transmission,0.0,Intra-Species,7.996239
985,A/northern pintail/Interior Alaska/10BM07242R0/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,324.0,Inter-Species,7.7084030000000014
986,A/American black duck/New Brunswick/03553/2009,A/American black duck/New Brunswick/03552/2009,Direct Transmission,0.0,Intra-Species,7.999136
987,A/American black duck/New Brunswick/00470/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.726709000000001
988,A/American black duck/New Brunswick/03554/2009,A/American black duck/New Brunswick/03552/2009,Direct Transmission,0.0,Intra-Species,7.965876
989,A/American black duck/New Brunswick/00520/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.723621999999999
990,A/American black duck/New Brunswick/00468/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.725058
991,A/American black duck/New Brunswick/00478/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.7266309999999985
992,A/American black duck/New Brunswick/00464/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.722937999999999
993,A/American black duck/New Brunswick/00469/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.730342
994,A/blue-winged teal/Missouri/10MO003/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,369.0,Inter-Species,7.675462
995,A/American black duck/New Brunswick/00481/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.725576999999999
996,A/American black duck/New Brunswick/00472/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.723661000000001
997,A/American black duck/New Brunswick/00499/2010,A/American black duck/New Brunswick/03552/2009,Environmental Persistence,335.0,Intra-Species,7.723827999999999
998,A/American black duck/New Brunswick/03511/2009,A/American black duck/New Brunswick/03552/2009,Direct Transmission,-1.0,Intra-Species,7.998703999999999
999,A/blue-winged teal/Wisconsin/2665/2009,A/blue-winged teal/Wisconsin/2713/2009,Direct Transmission,0.0,Intra-Species,7.9932539999999985
1000,A/mallard/Interior Alaska/10BM06454R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.982862
1001,A/mallard/Interior Alaska/10BM04988R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,28.0,Inter-Species,7.994253
1002,A/American green-winged teal/Interior Alaska/10BM05165R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,29.0,Inter-Species,7.989718999999999
1003,A/northern shoveler/Interior Alaska/10BM02892R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Direct Transmission,7.0,Intra-Species,7.992362
1004,A/mallard/Interior Alaska/10BM06450R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.982883
1005,A/mallard/Interior Alaska/10BM06459R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.98245
1006,A/northern pintail/Interior Alaska/10BM05171R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,29.0,Inter-Species,7.9886240000000015
1007,A/mallard/Interior Alaska/10BM06456R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.982297
1008,A/mallard/Interior Alaska/10BM06452R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.982883
1009,A/mallard/Interior Alaska/10BM06460R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.981874
1010,A/mallard/Interior Alaska/10BM06455R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.98245
1011,A/northern pintail/Interior Alaska/10BM08899R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,43.0,Inter-Species,7.976656
1012,A/mallard/Interior Alaska/10BM03979R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,19.0,Inter-Species,7.98942
1013,A/mallard/Interior Alaska/10BM02644R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Direct Transmission,2.0,Inter-Species,7.9945179999999985
1014,A/northern pintail/Interior Alaska/10BM08903R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,43.0,Inter-Species,7.976656
1015,A/mallard/Interior Alaska/10BM06448R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.982883
1016,A/mallard/Interior Alaska/10BM04626R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,25.0,Inter-Species,7.994277999999999
1017,A/northern pintail/Interior Alaska/10BM08540R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,42.0,Inter-Species,7.9851
1018,A/mallard/Interior Alaska/10BM06461R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Environmental Persistence,37.0,Inter-Species,7.982883
1019,A/northern pintail/Interior Alaska/10BM02791R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Direct Transmission,2.0,Inter-Species,7.989371
1020,A/mallard/Interior Alaska/10BM02530R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,Direct Transmission,-1.0,Inter-Species,7.991511
1021,A/hooded merganser/New Brunswick/03749/2009,A/northern pintail/New Brunswick/03547/2009,Direct Transmission,3.0,Inter-Species,7.999567999999999
1022,A/gadwall/Nova Scotia/00783/2010,A/gadwall/Nova Scotia/00786/2010,Direct Transmission,0.0,Intra-Species,7.999292
1023,A/blue-winged teal/Nova Scotia/00077/2010,A/gadwall/Nova Scotia/00786/2010,Direct Transmission,0.0,Inter-Species,8.0
1024,A/blue-winged teal/Nova Scotia/00074/2010,A/gadwall/Nova Scotia/00786/2010,Direct Transmission,0.0,Inter-Species,8.0
1025,A/mallard/Nova Scotia/00778/2010,A/gadwall/Nova Scotia/00786/2010,Direct Transmission,0.0,Inter-Species,7.999567999999999
1026,A/blue-winged teal/Nova Scotia/00078/2010,A/gadwall/Nova Scotia/00786/2010,Direct Transmission,0.0,Inter-Species,8.0
1027,A/mallard/Interior Alaska/9BM2170/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,4.0,Intra-Species,8.0
1028,A/mallard/Interior Alaska/9BM2256/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,5.0,Intra-Species,7.999547
1029,A/mallard/Interior Alaska/9BM1949/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,-2.0,Intra-Species,7.999567999999999
1030,A/mallard/Interior Alaska/9BM2243/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,5.0,Intra-Species,7.999093999999999
1031,A/mallard/Interior Alaska/9BM2073/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,3.0,Intra-Species,7.999115
1032,A/mallard/Interior Alaska/9BM2252/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,5.0,Intra-Species,7.998963000000002
1033,A/mallard/Interior Alaska/9BM1856/2009,A/mallard/Interior Alaska/9BM1974/2009,Direct Transmission,-4.0,Intra-Species,7.999567999999999
1034,A/mallard/New Brunswick/03482/2009,A/green-winged teal/New Brunswick/03483/2009,Direct Transmission,0.0,Inter-Species,7.997053
1035,A/blue-winged teal/New Brunswick/00283/2010,A/blue-winged teal/New Brunswick/00285/2010,Direct Transmission,0.0,Intra-Species,7.999351
1036,A/blue-winged teal/New Brunswick/00767/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.977514999999999
1037,A/blue-winged teal/New Brunswick/00538/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,0.0,Inter-Species,7.998828
1038,A/blue-winged teal/New Brunswick/00775/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.978506999999999
1039,A/blue-winged teal/New Brunswick/00770/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.976269999999999
1040,A/blue-winged teal/New Brunswick/00772/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.977028999999999
1041,A/blue-winged teal/New Brunswick/00769/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.978401999999999
1042,A/green-winged teal/New Brunswick/00336/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,-5.0,Inter-Species,7.978488999999999
1043,A/blue-winged teal/New Brunswick/00765/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.977514999999999
1044,A/blue-winged teal/New Brunswick/00766/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.978238000000001
1045,A/blue-winged teal/New Brunswick/00768/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.976514
1046,A/American black duck/New Brunswick/00525/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,0.0,Intra-Species,7.998647
1047,A/blue-winged teal/New Brunswick/00771/2010,A/American black duck/New Brunswick/00522/2010,Direct Transmission,12.0,Inter-Species,7.976348
1048,A/mallard/Interior Alaska/9BM1975/2009,A/mallard/Interior Alaska/9BM2254/2009,Direct Transmission,-5.0,Intra-Species,7.9982880000000005
1049,A/mallard/Interior Alaska/9BM8471R0/2009,A/northern pintail/Interior Alaska/9BM9975R0/2009,Direct Transmission,-5.0,Inter-Species,7.9342510000000015
1050,A/northern pintail/Interior Alaska/9BM8803R0/2009,A/northern shoveler/Interior Alaska/9BM4905R0/2009,Direct Transmission,13.0,Inter-Species,7.9981490000000015
1051,A/mallard/Interior Alaska/9BM8425R0/2009,A/northern pintail/Interior Alaska/9BM8498R0/2009,Direct Transmission,-1.0,Inter-Species,7.987287999999999
1052,A/ring-billed gull/Quebec/G018/2010,A/ring-billed gull/Quebec/G139/2010,Direct Transmission,-6.0,Intra-Species,7.995265999999999
1053,A/American green-winged teal/Illinois/10OS3589/2010,A/blue-winged teal/Illinois/10OS3610/2010,Direct Transmission,0.0,Inter-Species,7.867725999999998
1054,A/blue-winged teal/Wisconsin/2713/2009,A/blue-winged teal/Wisconsin/2665/2009,Direct Transmission,0.0,Intra-Species,7.9932539999999985
1055,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM2751R0/2009,Direct Transmission,9.0,Inter-Species,7.996464
1056,A/mallard/Interior Alaska/9BM2783R0/2009,A/mallard/Interior Alaska/9BM2751R0/2009,Direct Transmission,0.0,Intra-Species,7.995725999999999
1057,A/northern pintail/Interior Alaska/10BM07029R0/2010,A/northern pintail/Interior Alaska/10BM06306R0/2010,Direct Transmission,3.0,Intra-Species,7.998844
1058,A/northern pintail/Interior Alaska/10BM06720R0/2010,A/northern pintail/Interior Alaska/10BM06306R0/2010,Direct Transmission,1.0,Intra-Species,7.999535000000002
1059,A/northern pintail/Interior Alaska/10BM06303R0/2010,A/northern pintail/Interior Alaska/10BM06306R0/2010,Direct Transmission,0.0,Intra-Species,7.998828
1060,A/mallard/Interior Alaska/10BM06838R0/2010,A/northern pintail/Interior Alaska/10BM06306R0/2010,Direct Transmission,2.0,Inter-Species,8.0
1061,A/northern pintail/Interior Alaska/10BM07120R0/2010,A/northern pintail/Interior Alaska/10BM06306R0/2010,Direct Transmission,3.0,Intra-Species,7.998981
1062,A/ruddy turnstone/New Jersey/AI09-1233/2009,A/shorebird/Delaware Bay/771/2009,Direct Transmission,-1.0,Inter-Species,7.995685000000001
1063,A/northern pintail/Interior Alaska/10BM10853R0/2010,A/mallard/Interior Alaska/10BM10829R0/2010,Direct Transmission,0.0,Inter-Species,8.0
1064,A/northern pintail/Interior Alaska/10BM10790R0/2010,A/mallard/Interior Alaska/10BM10829R0/2010,Direct Transmission,0.0,Inter-Species,7.998844
1065,A/mallard/Interior Alaska/10BM10876R0/2010,A/mallard/Interior Alaska/10BM10829R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1066,A/mallard/Interior Alaska/10BM10859R0/2010,A/mallard/Interior Alaska/10BM10829R0/2010,Direct Transmission,0.0,Intra-Species,8.0
1067,A/blue-winged teal/Illinois/10OS3610/2010,A/American green-winged teal/Illinois/10OS3589/2010,Direct Transmission,0.0,Inter-Species,7.867725999999998
1068,A/mallard/New Brunswick/03397/2009,A/mallard/New Brunswick/03396/2009,Direct Transmission,0.0,Intra-Species,7.998915999999999
1069,A/American black duck/Nova Scotia/00098/2010,A/American black duck/Nova Scotia/00094/2010,Direct Transmission,0.0,Intra-Species,8.0
1070,A/mallard/Nova Scotia/00088/2010,A/American black duck/Nova Scotia/00094/2010,Direct Transmission,0.0,Inter-Species,7.994836
1071,A/mallard/Interior Alaska/9BM2395R0/2009,A/mallard/Interior Alaska/9BM2057/2009,Direct Transmission,5.0,Intra-Species,7.998677000000002
1072,A/mallard/Interior Alaska/9BM2536R0/2009,A/mallard/Interior Alaska/9BM2057/2009,Direct Transmission,5.0,Intra-Species,7.997729
1073,A/mallard/Interior Alaska/9BM1967/2009,A/mallard/Interior Alaska/9BM2057/2009,Direct Transmission,-2.0,Intra-Species,8.0
1074,A/mallard/Interior Alaska/9BM1968/2009,A/mallard/Interior Alaska/9BM2057/2009,Direct Transmission,-2.0,Intra-Species,7.974616
1075,A/mallard/Interior Alaska/9BM2393R0/2009,A/mallard/Interior Alaska/9BM2057/2009,Direct Transmission,5.0,Intra-Species,7.998699999999999
1076,A/mallard/Interior Alaska/9BM1965/2009,A/mallard/Interior Alaska/9BM2057/2009,Direct Transmission,-2.0,Intra-Species,7.999547
1077,A/mallard/Nova Scotia/00085/2010,A/mallard/Nova Scotia/00093/2010,Direct Transmission,0.0,Intra-Species,8.0
1078,A/northern shoveler/Interior Alaska/9BM12332R0/2009,A/mallard/Interior Alaska/9BM10717R0/2009,Environmental Persistence,16.0,Inter-Species,7.9968910000000015
1079,A/northern pintail/Interior Alaska/9BM10471R0/2009,A/mallard/Interior Alaska/9BM10717R0/2009,Direct Transmission,-1.0,Inter-Species,7.999115
1080,A/mallard/Interior Alaska/9BM3205R0/2009,A/mallard/Interior Alaska/9BM2783R0/2009,Direct Transmission,5.0,Intra-Species,7.994401999999999
1081,A/mallard/Interior Alaska/9BM1799/2009,A/mallard/Interior Alaska/9BM1585R1/2009,Direct Transmission,7.0,Intra-Species,7.999346000000001
1082,A/northern pintail/Interior Alaska/10BM07114R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,1.0,Intra-Species,8.0
1083,A/mallard/Interior Alaska/10BM07092R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,1.0,Inter-Species,8.0
1084,A/mallard/Interior Alaska/10BM06909R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,0.0,Inter-Species,7.9982349999999975
1085,A/northern pintail/Interior Alaska/10BM07106R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,1.0,Intra-Species,7.998714
1086,A/mallard/Interior Alaska/10BM08100R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,4.0,Inter-Species,7.9977839999999984
1087,A/mallard/Interior Alaska/10BM06905R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,0.0,Inter-Species,8.0
1088,A/mallard/Interior Alaska/10BM07085R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,1.0,Inter-Species,7.999414
1089,A/mallard/Interior Alaska/10BM07501R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,2.0,Inter-Species,8.0
1090,A/mallard/Interior Alaska/10BM06911R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,0.0,Inter-Species,8.0
1091,A/northern pintail/Interior Alaska/10BM06524R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,-1.0,Intra-Species,8.0
1092,A/northern pintail/Interior Alaska/10BM06895R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,0.0,Intra-Species,7.9991330000000005
1093,A/northern pintail/Interior Alaska/10BM08705R0/2010,A/northern pintail/Interior Alaska/10BM06899R0/2010,Direct Transmission,5.0,Intra-Species,7.995617
1094,A/mallard/Minnesota/AI09-1864/2009,A/mallard/Minnesota/AI09-1851/2009,Direct Transmission,0.0,Intra-Species,7.994497999999999
1095,A/shorebird/Delaware Bay/322/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,0.0,Intra-Species,7.9938730000000024
1096,A/shorebird/Delaware Bay/281/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,0.0,Intra-Species,7.998717000000001
1097,A/ruddy turnstone/New Jersey/AI09-1336/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,10.0,Inter-Species,7.998328
1098,A/shorebird/Delaware Bay/343/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,0.0,Intra-Species,7.998545
1099,A/ruddy turnstone/New Jersey/AI09-907/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,9.0,Inter-Species,7.9960970000000025
1100,A/shorebird/Delaware Bay/240/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,0.0,Intra-Species,7.996898
1101,A/ruddy turnstone/New Jersey/AI09-944/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,2.0,Inter-Species,7.998308
1102,A/shorebird/Delaware Bay/139/2009,A/shorebird/Delaware Bay/107/2009,Direct Transmission,0.0,Intra-Species,7.998019999999999
1103,A/northern pintail/Interior Alaska/9BM10238R0/2009,A/northern pintail/Interior Alaska/9BM10210R0/2009,Direct Transmission,0.0,Intra-Species,8.0
1104,A/northern pintail/Interior Alaska/9BM11179R0/2009,A/northern pintail/Interior Alaska/9BM10210R0/2009,Direct Transmission,2.0,Intra-Species,7.999115
