Strain Name,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Country,Host Species,Collection Date,Subtype,Complete Genome
A/mallard/New Brunswick/00979/2010,CY139504,CY139503,CY139502,CY139497,CY139500,CY139499,CY139498,CY139501,-N/A-,Canada,IRD:Mallard/Avian,9/16/2010,H4N8,Yes
A/mallard/New Brunswick/00992/2010,CY139549,CY139548,CY139547,CY139540,CY139544,CY139543,CY139541,CY139545,-N/A-,Canada,IRD:Mallard/Avian,9/16/2010,mixed,Yes
A/mallard/New Brunswick/03396/2009,CY129045,CY129044,CY129043,CY129038,CY129041,CY129040,CY129039,CY129042,-N/A-,Canada,IRD:Mallard/Avian,8/9/2009,H3N8,Yes
A/mallard/New Brunswick/03397/2009,CY129005,CY129004,CY129003,CY128998,CY129001,CY129000,CY128999,CY129002,-N/A-,Canada,IRD:Mallard/Avian,8/9/2009,H3N8,Yes
A/mallard/New Brunswick/03482/2009,CY128563,CY128562,CY128561,CY128556,CY128559,CY128558,CY128557,CY128560,-N/A-,Canada,IRD:Mallard/Avian,8/14/2009,H3N8,Yes
A/mallard/New Jersey/AI09-5086/2009,CY146472,CY146471,CY146470,CY146464,CY146468,CY146467,CY146465,CY146469,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,(H4),Yes
A/mallard/New Jersey/AI09-5121/2009,CY146480,CY146479,CY146478,CY146473,CY146476,CY146475,CY146474,CY146477,New Jersey,USA,IRD:Mallard/Avian,9/29/2009,H3N8,Yes
A/mallard/New Jersey/AI09-5122/2009,CY146488,CY146487,CY146486,CY146481,CY146484,CY146483,CY146482,CY146485,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H11N9,Yes
A/mallard/New Jersey/AI09-5137/2009,CY146496,CY146495,CY146494,CY146489,CY146492,CY146491,CY146490,CY146493,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H4N9,Yes
A/mallard/New Jersey/AI09-5361/2009,CY146504,CY146503,CY146502,CY146497,CY146500,CY146499,CY146498,CY146501,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H11N9,Yes
A/mallard/New Jersey/AI09-5405/2009,CY146512,CY146511,CY146510,CY146505,CY146508,CY146507,CY146506,CY146509,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H6N2,Yes
A/mallard/New Jersey/AI09-6426/2009,CY146528,CY146527,CY146526,CY146521,CY146524,CY146523,CY146522,CY146525,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H4N9,Yes
A/mallard/New Jersey/AI09-6434/2009,CY146536,CY146535,CY146534,CY146529,CY146532,CY146531,CY146530,CY146533,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H6N2,Yes
A/mallard/New Jersey/AI09-6446/2009,CY146544,CY146543,CY146542,CY146537,CY146540,CY146539,CY146538,CY146541,New Jersey,USA,IRD:Mallard/Avian,9/28/2009,H4N1,Yes
A/mallard/Nova Scotia/00084/2010,CY138543,CY138542,CY138541,CY138536,CY138539,CY138538,CY138537,CY138540,-N/A-,Canada,IRD:Mallard/Avian,9/10/2010,H1N1,Yes
A/mallard/Nova Scotia/00085/2010,CY138551,CY138550,CY138549,CY138544,CY138547,CY138546,CY138545,CY138548,-N/A-,Canada,IRD:Mallard/Avian,9/10/2010,H1N1,Yes
A/mallard/Nova Scotia/00088/2010,CY138567,CY138566,CY138565,CY138560,CY138563,CY138562,CY138561,CY138564,-N/A-,Canada,IRD:Mallard/Avian,9/10/2010,H1N1,Yes
A/mallard/Nova Scotia/00093/2010,CY138607,CY138606,CY138605,CY138600,CY138603,CY138602,CY138601,CY138604,-N/A-,Canada,IRD:Mallard/Avian,9/10/2010,H1N1,Yes
A/mallard/Nova Scotia/00346/2010,CY138784,CY138783,CY138782,CY138777,CY138780,CY138779,CY138778,CY138781,-N/A-,Canada,IRD:Mallard/Avian,8/8/2010,H1N1,Yes
A/mallard/Nova Scotia/00372/2010,CY138808,CY138807,CY138806,CY138801,CY138804,CY138803,CY138802,CY138805,-N/A-,Canada,IRD:Mallard/Avian,8/8/2010,H7N7,Yes
A/mallard/Nova Scotia/00375/2010,CY138816,CY138815,CY138814,CY138809,CY138812,CY138811,CY138810,CY138813,-N/A-,Canada,IRD:Mallard/Avian,8/8/2010,H10N7,Yes
A/mallard/Nova Scotia/00778/2010,CY139262,CY139261,CY139260,CY139255,CY139258,CY139257,CY139256,CY139259,-N/A-,Canada,IRD:Mallard/Avian,9/7/2010,H3N8,Yes
A/mallard/Nova Scotia/01013/2010,CY139565,CY139564,CY139563,CY139558,CY139561,CY139560,CY139559,CY139562,-N/A-,Canada,IRD:Mallard/Avian,9/20/2010,H6N1,Yes
A/mallard/Nova Scotia/01016/2010,CY139573,CY139572,CY139571,CY139566,CY139569,CY139568,CY139567,CY139570,-N/A-,Canada,IRD:Mallard/Avian,9/20/2010,H3N8,Yes
A/mallard/Nova Scotia/01017/2010,CY139584,CY139583,CY139581,CY139575,CY139579,CY139578,CY139576,CY139580,-N/A-,Canada,IRD:Mallard/Avian,9/20/2010,(N1),Yes
A/mallard/Nova Scotia/03271/2009,CY125621,CY125620,CY125619,CY125614,CY125617,CY125616,CY125615,CY125618,-N/A-,Canada,IRD:Mallard/Avian,8/6/2009,H3N8,Yes
A/mallard/Ohio/10OS1319/2010,CY132140,CY132139,CY132138,CY132133,CY132136,CY132135,CY132134,CY132137,Ohio,USA,IRD:Mallard/Avian,8/2/2010,H4N6,Yes
A/mallard/Ohio/10OS1354/2010,CY132092,CY132091,CY132090,CY132085,CY132088,CY132087,CY132086,CY132089,Ohio,USA,IRD:Mallard/Avian,8/6/2010,H6N1,Yes
A/mallard/Ohio/10OS1467/2010,CY132100,CY132099,CY132098,CY132093,CY132096,CY132095,CY132094,CY132097,Ohio,USA,IRD:Mallard/Avian,8/18/2010,H3N2,Yes
A/mallard/Ohio/10OS1469/2010,CY132108,CY132107,CY132106,CY132101,CY132104,CY132103,CY132102,CY132105,Ohio,USA,IRD:Mallard/Avian,8/18/2010,H3N2,Yes
A/mallard/Ohio/10OS1470/2010,CY132116,CY132115,CY132114,CY132109,CY132112,CY132111,CY132110,CY132113,Ohio,USA,IRD:Mallard/Avian,8/18/2010,H3N2,Yes
A/mallard/Ohio/10OS1475/2010,CY131992,CY131991,CY131989,CY131984,CY131987,CY131986,CY131985,CY131988,Ohio,USA,IRD:Mallard/Avian,8/9/2010,Mixed,Yes
A/mallard/Ohio/1686/2009,CY097108,CY097107,CY097106,CY097101,CY097104,CY097103,CY097102,CY097105,Ohio,USA,IRD:Mallard/Avian,8/10/2009,H6N9,Yes
A/mallard/Ohio/1688/2009,CY097653,CY097652,CY097651,CY097646,CY097649,CY097648,CY097647,CY097650,Ohio,USA,IRD:Mallard/Avian,8/10/2009,H12N5,Yes
A/mallard/Ohio/1690/2009,CY097116,CY097115,CY097114,CY097109,CY097112,CY097111,CY097110,CY097113,Ohio,USA,IRD:Mallard/Avian,8/10/2009,H6N1,Yes
A/mallard/Ohio/1695/2009,CY097669,CY097668,CY097667,CY097662,CY097665,CY097664,CY097663,CY097666,Ohio,USA,IRD:Mallard/Avian,8/25/2009,H4N6,Yes
A/mallard/Ohio/2031/2009,CY097661,CY097660,CY097659,CY097654,CY097657,CY097656,CY097655,CY097658,Ohio,USA,IRD:Mallard/Avian,8/3/2009,H4N9,Yes
A/mallard/Ohio/2033/2009,CY097124,CY097123,CY097122,CY097117,CY097120,CY097119,CY097118,CY097121,Ohio,USA,IRD:Mallard/Avian,8/3/2009,H4N9,Yes
A/mallard/Ohio/2039/2009,CY097134,CY097133,CY097132,CY097125,CY097130,CY097129,CY097126,CY097131,Ohio,USA,IRD:Mallard/Avian,8/3/2009,mixed,Yes
A/mallard/Ohio/2043/2009,CY097142,CY097141,CY097140,CY097135,CY097138,CY097137,CY097136,CY097139,Ohio,USA,IRD:Mallard/Avian,8/3/2009,H6N1,Yes
A/mallard/Quebec/02916-1/2009,CY125613,CY125612,CY125611,CY125606,CY125609,CY125608,CY125607,CY125610,-N/A-,Canada,IRD:Mallard/Avian,8/18/2009,H16N3,Yes
A/mallard/Wisconsin/10OS1604/2010,CY132696,CY132695,CY132694,CY132689,CY132692,CY132691,CY132690,CY132693,Wisconsin,USA,IRD:Mallard/Avian,9/25/2010,H5N2,Yes
A/mallard/Wisconsin/10OS2524/2010,CY132932,CY132931,CY132930,CY132925,CY132928,CY132927,CY132926,CY132929,Wisconsin,USA,IRD:Mallard/Avian,9/26/2010,H11N2,Yes
A/mallard/Wisconsin/10OS2538/2010,CY132940,CY132939,CY132938,CY132933,CY132936,CY132935,CY132934,CY132937,Wisconsin,USA,IRD:Mallard/Avian,9/26/2010,H3N2,Yes
A/mallard/Wisconsin/10OS2659/2010,CY133076,CY133075,CY133074,CY133069,CY133072,CY133071,CY133070,CY133073,Wisconsin,USA,IRD:Mallard/Avian,10/2/2010,H4N2,Yes
A/mallard/Wisconsin/10OS2667/2010,CY133068,CY133067,CY133066,CY133061,CY133064,CY133063,CY133062,CY133065,Wisconsin,USA,IRD:Mallard/Avian,10/1/2010,H11N9,Yes
A/mallard/Wisconsin/10OS2672/2010,CY133084,CY133083,CY133082,CY133077,CY133080,CY133079,CY133078,CY133081,Wisconsin,USA,IRD:Mallard/Avian,10/2/2010,H5N1,Yes
A/mallard/Wisconsin/10OS2773/2010,CY132956,CY132955,CY132954,CY132949,CY132952,CY132951,CY132950,CY132953,Wisconsin,USA,IRD:Mallard/Avian,9/26/2010,H3N8,Yes
A/mallard/Wisconsin/10OS2889/2010,CY133192,CY133191,CY133190,CY133185,CY133188,CY133187,CY133186,CY133189,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H11N9,Yes
A/mallard/Wisconsin/10OS2900/2010,CY133200,CY133199,CY133198,CY133193,CY133196,CY133195,CY133194,CY133197,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H3N2,Yes
A/mallard/Wisconsin/10OS2909/2010,CY133208,CY133207,CY133206,CY133201,CY133204,CY133203,CY133202,CY133205,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H3N8,Yes
A/mallard/Wisconsin/10OS2917/2010,CY133216,CY133215,CY133214,CY133209,CY133212,CY133211,CY133210,CY133213,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H4N6,Yes
A/mallard/Wisconsin/10OS2918/2010,CY133224,CY133223,CY133222,CY133217,CY133220,CY133219,CY133218,CY133221,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H4N6,Yes
A/mallard/Wisconsin/10OS2945/2010,CY133233,CY133232,CY133231,CY133226,CY133229,CY133228,CY133227,CY133230,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,(H4),Yes
A/mallard/Wisconsin/10OS3051/2010,CY133249,CY133248,CY133247,CY133242,CY133245,CY133244,CY133243,CY133246,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H4N2,Yes
A/mallard/Wisconsin/10OS3066/2010,CY133257,CY133256,CY133255,CY133250,CY133253,CY133252,CY133251,CY133254,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H6N2,Yes
A/mallard/Wisconsin/10OS3067/2010,CY133265,CY133264,CY133263,CY133258,CY133261,CY133260,CY133259,CY133262,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H4N2,Yes
A/mallard/Wisconsin/10OS3084/2010,CY133144,CY133143,CY133142,CY133137,CY133140,CY133139,CY133138,CY133141,Wisconsin,USA,IRD:Mallard/Avian,10/3/2010,H3N8,Yes
A/mallard/Wisconsin/10OS3144/2010,CY133168,CY133167,CY133166,CY133161,CY133164,CY133163,CY133162,CY133165,Wisconsin,USA,IRD:Mallard/Avian,10/29/2010,H6N1,Yes
A/mallard/Wisconsin/10OS3166/2010,CY132758,CY132757,CY132755,CY132749,CY132753,CY132751,CY132750,CY132754,Wisconsin,USA,IRD:Mallard/Avian,10/29/2010,mixed,Yes
A/mallard/Wisconsin/10OS3169/2010,CY133176,CY133175,CY133174,CY133169,CY133172,CY133171,CY133170,CY133173,Wisconsin,USA,IRD:Mallard/Avian,10/29/2010,H4N9,Yes
A/mallard/Wisconsin/10OS3171/2010,CY133321,CY133320,CY133319,CY133314,CY133317,CY133316,CY133315,CY133318,Wisconsin,USA,IRD:Mallard/Avian,10/30/2010,H7N3,Yes
A/mallard/Wisconsin/10OS3232/2010,CY133331,CY133330,CY133329,CY133323,CY133327,CY133325,CY133324,CY133328,Wisconsin,USA,IRD:Mallard/Avian,11/12/2010,mixed,Yes
A/mallard/Wisconsin/10OS3845/2010,CY133339,CY133338,CY133337,CY133332,CY133335,CY133334,CY133333,CY133336,Wisconsin,USA,IRD:Mallard/Avian,11/12/2010,H5N2,Yes
A/mallard/Wisconsin/10OS3866/2010,CY133347,CY133346,CY133345,CY133340,CY133343,CY133342,CY133341,CY133344,Wisconsin,USA,IRD:Mallard/Avian,11/13/2010,H3N6,Yes
A/mallard/Wisconsin/10OS3868/2010,CY132779,CY132778,CY132774,CY132769,CY132772,CY132771,CY132770,CY132773,Wisconsin,USA,IRD:Mallard/Avian,11/13/2010,mixed,Yes
A/mallard/Wisconsin/10OS3881/2010,CY133356,CY133355,CY133354,CY133348,CY133351,CY133350,CY133349,CY133352,Wisconsin,USA,IRD:Mallard/Avian,11/13/2010,mixed,Yes
A/mallard/Wisconsin/10OS4193/2010,CY133052,CY133051,CY133050,CY133045,CY133048,CY133047,CY133046,CY133049,Wisconsin,USA,IRD:Mallard/Avian,11/30/2010,H11N9,Yes
A/mallard/Wisconsin/10OS4194/2010,CY133060,CY133059,CY133058,CY133053,CY133056,CY133055,CY133054,CY133057,Wisconsin,USA,IRD:Mallard/Avian,11/30/2010,H11N9,Yes
A/mallard/Wisconsin/1534/2009,CY097284,CY097283,CY097282,CY097277,CY097280,CY097279,CY097278,CY097281,Wisconsin,USA,IRD:Mallard/Avian,8/18/2009,H6N8,Yes
A/mallard/Wisconsin/1538/2009,CY097292,CY097291,CY097290,CY097285,CY097288,CY097287,CY097286,CY097289,Wisconsin,USA,IRD:Mallard/Avian,8/18/2009,H4N6,Yes
A/mallard/Wisconsin/2530/2009,CY097453,CY097452,CY097451,CY097446,CY097449,CY097448,CY097447,CY097450,Wisconsin,USA,IRD:Mallard/Avian,10/4/2009,H4N2,Yes
A/mallard/Wisconsin/2543/2009,CY096993,CY096992*,CY096991,CY096986,CY096989,CY096988,CY096987,CY096990,Wisconsin,USA,IRD:Mallard/Avian,10/5/2009,H3N2,Yes
A/mallard/Wisconsin/2549/2009,CY097333,CY097332,CY097331,CY097326,CY097329,CY097328,CY097327,CY097330,Wisconsin,USA,IRD:Mallard/Avian,10/5/2009,H3N2,Yes
A/mallard/Wisconsin/2560/2009,CY097341,CY097340,CY097339,CY097334,CY097337,CY097336,CY097335,CY097338,Wisconsin,USA,IRD:Mallard/Avian,10/5/2009,H2N3,Yes
A/mallard/Wisconsin/2575/2009,CY097349,CY097348,CY097347,CY097342,CY097345,CY097344,CY097343,CY097346,Wisconsin,USA,IRD:Mallard/Avian,10/6/2009,H3N2,Yes
A/mallard/Wisconsin/2576/2009,CY097357,CY097356,CY097355,CY097350,CY097353,CY097352,CY097351,CY097354,Wisconsin,USA,IRD:Mallard/Avian,10/6/2009,H5N1,Yes
A/mallard/Wisconsin/2653/2009,CY097017,CY097016,CY097015,CY097010,CY097013,CY097012,CY097011,CY097014,Wisconsin,USA,IRD:Mallard/Avian,10/17/2009,H4N6,Yes
A/mallard/Wisconsin/2712/2009,CY097041,CY097040,CY097039,CY097034,CY097037,CY097036,CY097035,CY097038,Wisconsin,USA,IRD:Mallard/Avian,10/11/2009,H3N6,Yes
A/mallard/Wisconsin/2719/2009,CY097485,CY097484,CY097483,CY097478,CY097481,CY097480,CY097479,CY097482,Wisconsin,USA,IRD:Mallard/Avian,10/17/2009,H4N2,Yes
A/mallard/Wisconsin/2755/2009,CY097009,CY097008,CY097007,CY097002,CY097005,CY097004,CY097003,CY097006,Wisconsin,USA,IRD:Mallard/Avian,10/30/2009,H1N1,Yes
A/mallard/Wisconsin/2756/2009,CY097373,CY097372,CY097371,CY097366,CY097369,CY097368,CY097367,CY097370,Wisconsin,USA,IRD:Mallard/Avian,10/30/2009,H1N1,Yes
A/mallard/Wisconsin/2785/2009,CY097381,CY097380,CY097379,CY097374,CY097377,CY097376,CY097375,CY097378,Wisconsin,USA,IRD:Mallard/Avian,10/31/2009,H2N3,Yes
A/mallard/Wisconsin/3165/2009,CY097389,CY097388,CY097387,CY097382,CY097385,CY097384,CY097383,CY097386,Wisconsin,USA,IRD:Mallard/Avian,10/31/2009,H1N1,Yes
A/mallard/Wisconsin/4194/2009,CY097397,CY097396,CY097395,CY097390,CY097393,CY097392,CY097391,CY097394,Wisconsin,USA,IRD:Mallard/Avian,12/3/2009,H1N1,Yes
A/mallard/Wisconsin/4196/2009,CY097405,CY097404,CY097403,CY097398,CY097401,CY097400,CY097399,CY097402,Wisconsin,USA,IRD:Mallard/Avian,12/3/2009,mixed,Yes
A/mallard/Wisconsin/4197/2009,CY097413,CY097412,CY097411,CY097406,CY097409,CY097408,CY097407,CY097410,Wisconsin,USA,IRD:Mallard/Avian,12/3/2009,H1N1,Yes
A/mallard/Wisconsin/4203/2009,CY097429,CY097428,CY097427,CY097422,CY097425,CY097424,CY097423,CY097426,Wisconsin,USA,IRD:Mallard/Avian,12/3/2009,H11N9,Yes
A/mallard/Wisconsin/4218/2009,CY097276,CY097275,CY097274,CY097269,CY097272,CY097271,CY097270,CY097273,Wisconsin,USA,IRD:Mallard/Avian,12/5/2009,H12N5,Yes
A/mallard/Wisconsin/4230/2009,CY097308,CY097307,CY097306,CY097301,CY097304,CY097303,CY097302,CY097305,Wisconsin,USA,IRD:Mallard/Avian,12/6/2009,H10N1,Yes
A/mallard/Wisconsin/4236/2009,CY097325,CY097324,CY097323,CY097317,CY097321,CY097320,CY097318,CY097322,Wisconsin,USA,IRD:Mallard/Avian,12/6/2009,mixed,Yes
A/northern pintail/Alberta/3/2009,CY127912,CY127911,CY127910,CY127903,CY127906,CY127905,CY127904,CY127908,-N/A-,Canada,IRD:Northern Pintail/Avian,8/19/2009,mixed,Yes
A/northern pintail/Alberta/8/2009,CY103518,CY103517,CY103516,CY103511,CY103514,CY103513,CY103512,CY103515,-N/A-,Canada,IRD:Northern Pintail/Avian,8/19/2009,H3N8,Yes
A/northern pintail/California/2548/2010,CY134398,CY134397,CY134396,CY134391,CY134394,CY134393,CY134392,CY134395,California,USA,IRD:Northern Pintail/Avian,10/23/2010,H11N2,Yes
A/northern pintail/California/3452/2010,CY120658,CY120657,CY120656,CY120651,CY120654,CY120653,CY120652,CY120655,California,USA,IRD:Northern Pintail/Avian,12/4/2010,H1N1,Yes
A/northern pintail/California/3466/2010,CY120666,CY120665,CY120664,CY120659,CY120662,CY120661,CY120660,CY120663,California,USA,IRD:Northern Pintail/Avian,12/8/2010,H1N3,Yes
A/northern pintail/Illinois/10OS3257/2010,CY132876,CY132874,CY132873,CY132867,CY132870,CY132869,CY132868,CY132872,Illinois,USA,IRD:Northern Pintail/Avian,10/29/2010,mixed,Yes
A/northern pintail/Illinois/10OS3959/2010,CY132884,CY132883,CY132882,CY132877,CY132880,CY132879,CY132878,CY132881,Illinois,USA,IRD:Northern Pintail/Avian,11/21/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM00303R0/2010,CY130420,CY130419,CY130418,CY130413,CY130416,CY130415,CY130414,CY130417,Alaska,USA,IRD:Northern Pintail/Avian,5/14/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM00849R2/2010,CY130484,CY130483,CY130482,CY130477,CY130480,CY130479,CY130478,CY130481,Alaska,USA,IRD:Northern Pintail/Avian,5/23/2010,H3N1,Yes
A/northern pintail/Interior Alaska/10BM02539R0/2010,CY130395,CY130394,CY130393,CY130388,CY130391,CY130390,CY130389,CY130392,Alaska,USA,IRD:Northern Pintail/Avian,6/22/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM02549R0/2010,CY130404,CY130403,CY130401,CY130396,CY130399,CY130398,CY130397,CY130400,Alaska,USA,IRD:Northern Pintail/Avian,6/22/2010,Mixed,Yes
A/northern pintail/Interior Alaska/10BM02561R0/2010,CY130231,CY130230,CY130229,CY130224,CY130227,CY130226,CY130225,CY130228,Alaska,USA,IRD:Northern Pintail/Avian,6/22/2010,H12N5,Yes
A/northern pintail/Interior Alaska/10BM02585R0/2010,CY130428,CY130427,CY130426,CY130421,CY130424,CY130423,CY130422,CY130425,Alaska,USA,IRD:Northern Pintail/Avian,6/22/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM02791R0/2010,CY130452,CY130451,CY130450,CY130445,CY130448,CY130447,CY130446,CY130449,Alaska,USA,IRD:Northern Pintail/Avian,6/25/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM04668R0/2010,CY135638,CY135637,CY135636,CY135631,CY135634,CY135633,CY135632,CY135635,Alaska,USA,IRD:Northern Pintail/Avian,7/18/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM04704R0/2010,CY135646,CY135645,CY135644,CY135639,CY135642,CY135641,CY135640,CY135643,Alaska,USA,IRD:Northern Pintail/Avian,7/18/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM04722R0/2010,CY135654,CY135653,CY135652,CY135647,CY135650,CY135649,CY135648,CY135651,Alaska,USA,IRD:Northern Pintail/Avian,7/18/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM05034R0/2010,CY135670,CY135669,CY135668,CY135663,CY135666,CY135665,CY135664,CY135667,Alaska,USA,IRD:Northern Pintail/Avian,7/21/2010,H3N6,Yes
A/northern pintail/Interior Alaska/10BM05171R0/2010,CY135686,CY135685,CY135684,CY135679,CY135682,CY135681,CY135680,CY135683,Alaska,USA,IRD:Northern Pintail/Avian,7/22/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM06303R0/2010,CY135858,CY135857,CY135856,CY135851,CY135854,CY135853,CY135852,CY135855,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM06306R0/2010,CY135866,CY135865,CY135864,CY135859,CY135862,CY135861,CY135860,CY135863,Alaska,USA,IRD:Northern Pintail/Avian,7/29/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM06524R0/2010,CY135946,CY135945,CY135944,CY135939,CY135942,CY135941,CY135940,CY135943,Alaska,USA,IRD:Northern Pintail/Avian,7/30/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM06704R0/2010,CY136034,CY136033,CY136032,CY136027,CY136030,CY136029,CY136028,CY136031,Alaska,USA,IRD:Northern Pintail/Avian,7/30/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM06720R0/2010,CY136042,CY136041,CY136040,CY136035,CY136038,CY136037,CY136036,CY136039,Alaska,USA,IRD:Northern Pintail/Avian,7/30/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM06872R0/2010,CY135978,CY135977,CY135976,CY135971,CY135974,CY135973,CY135972,CY135975,Alaska,USA,IRD:Northern Pintail/Avian,7/31/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM06895R0/2010,CY135986,CY135985,CY135984,CY135979,CY135982,CY135981,CY135980,CY135983,Alaska,USA,IRD:Northern Pintail/Avian,7/31/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM06899R0/2010,CY135994,CY135993,CY135992,CY135987,CY135990,CY135989,CY135988,CY135991,Alaska,USA,IRD:Northern Pintail/Avian,7/31/2010,H7N3,Yes
A/northern pintail/Interior Alaska/10BM06901R0/2010,CY135289,CY135288,CY135287,CY135281,CY135285,CY135284,CY135282,CY135286,Alaska,USA,IRD:Northern Pintail/Avian,7/31/2010,(N7),Yes
A/northern pintail/Interior Alaska/10BM07040R0/2010,CY143467,CY143466,CY143465,CY143460,CY143463,CY143462,CY143461,CY143464,Alaska,USA,IRD:Northern Pintail/Avian,8/1/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM07242R0/2010,CY143475,CY143474,CY143473,CY143468,CY143471,CY143470,CY143469,CY143472,Alaska,USA,IRD:Northern Pintail/Avian,8/1/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM07476R0/2010,CY143483,CY143482,CY143481,CY143476,CY143479,CY143478,CY143477,CY143480,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM07597R0/2010,CY143499,CY143498,CY143497,CY143492,CY143495,CY143494,CY143493,CY143496,Alaska,USA,IRD:Northern Pintail/Avian,8/2/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM07993R0/2010,CY143547,CY143546,CY143545,CY143540,CY143543,CY143542,CY143541,CY143544,Alaska,USA,IRD:Northern Pintail/Avian,8/3/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM08488R0/2010,CY143595,CY143594,CY143593,CY143588,CY143591,CY143590,CY143589,CY143592,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM08489R0/2010,CY143603,CY143602,CY143601,CY143596,CY143599,CY143598,CY143597,CY143600,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM08493R0/2010,CY143611,CY143610,CY143609,CY143604,CY143607,CY143606,CY143605,CY143608,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM08505R0/2010,CY143619,CY143618,CY143617,CY143612,CY143615,CY143614,CY143613,CY143616,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM08514R0/2010,CY143627,CY143626,CY143625,CY143620,CY143623,CY143622,CY143621,CY143624,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM08540R0/2010,CY143635,CY143634,CY143633,CY143628,CY143631,CY143630,CY143629,CY143632,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM08587R0/2010,CY143643,CY143642,CY143641,CY143636,CY143639,CY143638,CY143637,CY143640,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM08612R0/2010,CY143651,CY143650,CY143649,CY143644,CY143647,CY143646,CY143645,CY143648,Alaska,USA,IRD:Northern Pintail/Avian,8/4/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM08899R0/2010,CY143675,CY143674,CY143673,CY143668,CY143671,CY143670,CY143669,CY143672,Alaska,USA,IRD:Northern Pintail/Avian,8/5/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM08903R0/2010,CY143683,CY143682,CY143681,CY143676,CY143679,CY143678,CY143677,CY143680,Alaska,USA,IRD:Northern Pintail/Avian,8/5/2010,H4N6,Yes
A/northern pintail/Interior Alaska/10BM08920R0/2010,CY143691,CY143690,CY143689,CY143684,CY143687,CY143686,CY143685,CY143688,Alaska,USA,IRD:Northern Pintail/Avian,8/5/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM09101R0/2010,CY143779,CY143778,CY143777,CY143772,CY143775,CY143774,CY143773,CY143776,Alaska,USA,IRD:Northern Pintail/Avian,8/5/2010,H3N8,Yes
A/northern pintail/Interior Alaska/10BM09102R0/2010,CY143787,CY143786,CY143785,CY143780,CY143783,CY143782,CY143781,CY143784,Alaska,USA,IRD:Northern Pintail/Avian,8/5/2010,H3N8,Yes
