Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Sample ID
1,PB2,CY141749,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09348
3,"PA,PA-X protein(+61)",CY141747,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09348
2,"PB1,PB1-F2",CY141748,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09348
8,"NS1,NS2",CY141746,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09348
6,NA,CY141792,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
3,"PA,PA-X protein(+61)",CY141795,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
1,PB2,CY141797,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
7,"M1,M2",CY141791,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
5,NP,CY141793,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
2,"PB1,PB1-F2",CY141796,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
4,HA,CY141790,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
8,"NS1,NS2",CY141794,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09481
8,"NS1,NS2",CY141810,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
2,"PB1,PB1-F2",CY141812,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
6,NA,CY141808,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
5,NP,CY141809,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
1,PB2,CY141813,Yes,2301,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
4,HA,CY141806,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
7,"M1,M2",CY141807,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
3,"PA,PA-X protein(+61)",CY141811,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM09832
4,HA,CY141814,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
5,NP,CY141817,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
2,"PB1,PB1-F2",CY141820,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
8,"NS1,NS2",CY141818,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
3,"PA,PA-X protein(+61)",CY141819,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
6,NA,CY141816,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
1,PB2,CY141821,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
7,"M1,M2",CY141815,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10166
7,"M1,M2",CY143829,Yes,1002,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
2,"PB1,PB1-F2",CY143834,Yes,2309,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
6,NA,CY143830,Yes,1421,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
8,"NS1,NS2",CY143832,Yes,864,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
3,"PA,PA-X protein(+61)",CY143833,Yes,2208,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
5,NP,CY143831,Yes,1540,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
4,HA,CY143828,Yes,1740,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
1,PB2,CY143835,Yes,2316,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10298
2,"PB1,PB1-F2",CY141836,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
6,NA,CY141832,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
3,"PA,PA-X protein(+61)",CY141835,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
5,NP,CY141833,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
7,"M1,M2",CY141831,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
4,HA,CY141830,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
1,PB2,CY141837,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
8,"NS1,NS2",CY141834,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10476
6,NA,CY143838,Yes,1435,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
4,HA,CY143836,Yes,1740,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
5,NP,CY143839,Yes,1535,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
3,"PA,PA-X protein(+61)",CY143841,Yes,2208,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
1,PB2,CY143843,Yes,2316,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
8,"NS1,NS2",CY143840,Yes,865,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
2,"PB1,PB1-F2",CY143842,Yes,2309,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
7,"M1,M2",CY143837,Yes,1002,H3N8,8/9/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10480
5,NP,CY141849,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
3,"PA,PA-X protein(+61)",CY141851,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
2,"PB1,PB1-F2",CY141852,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
1,PB2,CY141853,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
4,HA,CY141846,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
7,"M1,M2",CY141847,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
8,"NS1,NS2",CY141850,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
6,NA,CY141848,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10790
8,"NS1,NS2",CY141858,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
5,NP,CY141857,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
6,NA,CY141856,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
2,"PB1,PB1-F2",CY141860,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
3,"PA,PA-X protein(+61)",CY141859,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
7,"M1,M2",CY141855,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
4,HA,CY141854,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
1,PB2,CY141861,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10801
6,NA,CY141864,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
7,"M1,M2",CY141863,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
2,"PB1,PB1-F2",CY141868,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
4,HA,CY141862,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
1,PB2,CY141869,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
8,"NS1,NS2",CY141866,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
5,NP,CY141865,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
3,"PA,PA-X protein(+61)",CY141867,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10805
3,"PA,PA-X protein(+61)",CY141875,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
2,"PB1,PB1-F2",CY141876,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
6,NA,CY141872,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
7,"M1,M2",CY141871,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
8,"NS1,NS2",CY141874,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
1,PB2,CY141877,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
4,HA,CY141870,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
5,NP,CY141873,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10807
8,"NS1,NS2",CY141882,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
2,"PB1,PB1-F2",CY141884,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
1,PB2,CY141885,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
5,NP,CY141881,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
6,NA,CY141880,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
3,"PA,PA-X protein(+61)",CY141883,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
4,HA,CY141878,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
7,"M1,M2",CY141879,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10809
3,"PA,PA-X protein(+61)",CY141899,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
2,"PB1,PB1-F2",CY141900,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
8,"NS1,NS2",CY141898,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
4,HA,CY141894,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
5,NP,CY141897,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
7,"M1,M2",CY141895,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
1,PB2,CY141901,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
6,NA,CY141896,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10853
8,"NS1,NS2",CY141930,Yes,846,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
4,HA,CY141926,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
7,"M1,M2",CY141927,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
2,"PB1,PB1-F2",CY141932,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
1,PB2,CY141933,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
6,NA,CY141928,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
3,"PA,PA-X protein(+61)",CY141931,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
5,NP,CY141929,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10906
6,NA,CY143871,Yes,1425,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
3,"PA,PA-X protein(+61)",CY143874,Yes,2208,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
5,NP,CY143872,Yes,1535,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
2,"PB1,PB1-F2",CY143875,Yes,2309,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
1,PB2,CY143876,Yes,2295,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
4,HA,CY143869,Yes,1740,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
8,"NS1,NS2",CY143873,Yes,865,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
7,"M1,M2",CY143870,Yes,1002,H3N8,8/11/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM10928
3,"PA,PA-X protein(+61)",CY141979,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
7,"M1,M2",CY141975,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
4,HA,CY141974,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
1,PB2,CY141981,Yes,2316,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
2,"PB1,PB1-F2",CY141980,Yes,2316,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
6,NA,CY141976,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
5,NP,CY141977,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
8,"NS1,NS2",CY141978,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11038
8,"NS1,NS2",CY141938,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
3,"PA,PA-X protein(+61)",CY141939,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
2,"PB1,PB1-F2",CY141940,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
6,NA,CY141936,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
7,"M1,M2",CY141935,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
5,NP,CY141937,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
1,PB2,CY141941,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
4,HA,CY141934,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11208
8,"NS1,NS2",CY141946,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
4,HA,CY141942,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
7,"M1,M2",CY141943,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
5,NP,CY141945,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
2,"PB1,PB1-F2",CY141948,Yes,2316,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
1,PB2,CY141949,Yes,2316,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
3,"PA,PA-X protein(+61)",CY141947,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
6,NA,CY141944,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11366
6,NA,CY142572,Yes,1439,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
8,"NS1,NS2",CY142574,Yes,848,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
5,NP,CY142573,Yes,1535,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
2,"PB1,PB1-F2",CY142576,Yes,2316,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
1,PB2,CY142577,Yes,2316,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
3,"PA,PA-X protein(+61)",CY142575,Yes,2195,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
4,HA,CY142570,Yes,1703,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
7,"M1,M2",CY142571,Yes,1002,H10N6,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11380
7,"M1,M2",CY143960,Yes,1002,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
5,NP,CY143962,Yes,1540,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
8,"NS1,NS2",CY143963,Yes,864,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
3,"PA,PA-X protein(+61)",CY143964,Yes,2208,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
2,"PB1,PB1-F2",CY143965,Yes,2316,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
1,PB2,CY143966,Yes,2316,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
6,NA,CY143961,Yes,1421,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
4,HA,CY143959,Yes,1740,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11672
8,"NS1,NS2",CY143971,Yes,865,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
6,NA,CY143969,Yes,1435,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
7,"M1,M2",CY143968,Yes,1002,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
3,"PA,PA-X protein(+61)",CY143972,Yes,2208,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
2,"PB1,PB1-F2",CY143973,Yes,2309,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
5,NP,CY143970,Yes,1535,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
4,HA,CY143967,Yes,1740,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
1,PB2,CY143974,Yes,2316,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11694
7,"M1,M2",CY141959,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
8,"NS1,NS2",CY141962,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
4,HA,CY141958,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
1,PB2,CY141965,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
5,NP,CY141961,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
2,"PB1,PB1-F2",CY141964,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
6,NA,CY141960,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
3,"PA,PA-X protein(+61)",CY141963,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11945
8,"NS1,NS2",CY144091,Yes,865,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
2,"PB1,PB1-F2",CY144093,Yes,2309,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
1,PB2,CY144094,Yes,2316,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
3,"PA,PA-X protein(+61)",CY144092,Yes,2208,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
7,"M1,M2",CY144088,Yes,1002,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
5,NP,CY144090,Yes,1535,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
6,NA,CY144089,Yes,1435,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
4,HA,CY144087,Yes,1740,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM11989
4,HA,CY144103,Yes,1708,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
5,NP,CY144106,Yes,1540,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
6,NA,CY144105,Yes,1439,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
7,"M1,M2",CY144104,Yes,991,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
3,"PA,PA-X protein(+61)",CY144108,Yes,2151,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
2,"PB1,PB1-F2",CY144109,Yes,2309,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
1,PB2,CY144110,Yes,2307,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
8,"NS1,NS2",CY144107,Yes,865,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12146
7,"M1,M2",CY143976,Yes,1002,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
1,PB2,CY143982,Yes,2316,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
3,"PA,PA-X protein(+61)",CY143980,Yes,2208,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
8,"NS1,NS2",CY143979,Yes,864,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
6,NA,CY143977,Yes,1421,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
5,NP,CY143978,Yes,1540,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
4,HA,CY143975,Yes,1740,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
2,"PB1,PB1-F2",CY143981,Yes,2316,H3N8,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12163
3,"PA,PA-X protein(+61)",CY141504,Yes,2208,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
4,HA,CY141499,Yes,1708,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
5,NP,CY141502,Yes,1540,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
1,PB2,CY141506,Yes,2316,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
7,"M1,M2",CY141500,Yes,1002,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
6,NA,CY141501,Yes,1439,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
2,"PB1,PB1-F2",CY141505,Yes,2293,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
8,"NS1,NS2",CY141503,Yes,865,H4N6,8/13/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12221
2,"PB1,PB1-F2",CY142584,Yes,2309,H8N4,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12413
4,HA,CY142578,Yes,1719,H8N4,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12413
6,NA,CY142580,Yes,1435,H8N4,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12413
7,"M1,M2",CY142579,Yes,1002,H8N4,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12413
5,NP,CY142581,Yes,1540,H8N4,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12413
8,"NS1,NS2",CY142582,Yes,865,H8N4,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,10BM12413
