Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY141605,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
2,"PB1,PB1-F2",CY141610,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
4,HA,CY141604,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07458R0/2010(H7N3)
8,"NS1,NS2",CY141616,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
5,NP,CY141615,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
4,HA,CY141612,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141617,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
6,NA,CY141614,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
7,"M1,M2",CY141613,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
2,"PB1,PB1-F2",CY141618,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
1,PB2,CY141619,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07469R0/2010(H7N3)
6,NA,CY143478,Yes,1439,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
7,"M1,M2",CY143477,Yes,991,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
1,PB2,CY143483,Yes,2307,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
5,NP,CY143479,Yes,1540,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
8,"NS1,NS2",CY143480,Yes,865,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
4,HA,CY143476,Yes,1708,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
2,"PB1,PB1-F2",CY143482,Yes,2309,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
3,"PA,PA-X protein(+61)",CY143481,Yes,2151,H4N6,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6)
3,"PA,PA-X protein(+61)",CY143497,Yes,2208,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
2,"PB1,PB1-F2",CY143498,Yes,2309,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
1,PB2,CY143499,Yes,2316,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
8,"NS1,NS2",CY143496,Yes,864,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
7,"M1,M2",CY143493,Yes,982,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
4,HA,CY143492,Yes,1740,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
5,NP,CY143495,Yes,1540,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
6,NA,CY143494,Yes,1421,H3N8,8/2/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07597R0/2010(H3N8)
6,NA,CY141638,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
7,"M1,M2",CY141637,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141641,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
4,HA,CY141636,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
5,NP,CY141639,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
1,PB2,CY141643,Yes,2301,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
2,"PB1,PB1-F2",CY141642,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
8,"NS1,NS2",CY141640,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07737R0/2010(H7N3)
2,"PB1,PB1-F2",CY143546,Yes,2311,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
1,PB2,CY143547,Yes,2307,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
7,"M1,M2",CY143541,Yes,991,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
6,NA,CY143542,Yes,1439,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
8,"NS1,NS2",CY143544,Yes,865,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
3,"PA,PA-X protein(+61)",CY143545,Yes,2202,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
4,HA,CY143540,Yes,1708,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
5,NP,CY143543,Yes,1540,H4N6,8/3/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6)
6,NA,CY141680,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
4,HA,CY141678,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
7,"M1,M2",CY141679,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141683,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
8,"NS1,NS2",CY141682,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
2,"PB1,PB1-F2",CY141684,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
1,PB2,CY141685,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
5,NP,CY141681,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08400R0/2010(H7N3)
8,"NS1,NS2",CY143592,Yes,864,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
3,"PA,PA-X protein(+61)",CY143593,Yes,2208,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
7,"M1,M2",CY143589,Yes,1002,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
4,HA,CY143588,Yes,1740,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
1,PB2,CY143595,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
2,"PB1,PB1-F2",CY143594,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
6,NA,CY143590,Yes,1421,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
5,NP,CY143591,Yes,1540,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08488R0/2010(H3N8)
8,"NS1,NS2",CY143600,Yes,864,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
3,"PA,PA-X protein(+61)",CY143601,Yes,2208,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
1,PB2,CY143603,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
5,NP,CY143599,Yes,1540,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
4,HA,CY143596,Yes,1740,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
6,NA,CY143598,Yes,1421,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
2,"PB1,PB1-F2",CY143602,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
7,"M1,M2",CY143597,Yes,1002,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08489R0/2010(H3N8)
2,"PB1,PB1-F2",CY143610,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
1,PB2,CY143611,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
3,"PA,PA-X protein(+61)",CY143609,Yes,2208,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
5,NP,CY143607,Yes,1540,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
4,HA,CY143604,Yes,1740,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
6,NA,CY143606,Yes,1421,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
8,"NS1,NS2",CY143608,Yes,864,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
7,"M1,M2",CY143605,Yes,991,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08493R0/2010(H3N8)
1,PB2,CY143619,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
8,"NS1,NS2",CY143616,Yes,865,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
2,"PB1,PB1-F2",CY143618,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
3,"PA,PA-X protein(+61)",CY143617,Yes,2208,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
6,NA,CY143614,Yes,1421,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
5,NP,CY143615,Yes,1540,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
7,"M1,M2",CY143613,Yes,1002,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
4,HA,CY143612,Yes,1740,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08505R0/2010(H3N8)
2,"PB1,PB1-F2",CY143626,Yes,2309,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
5,NP,CY143623,Yes,1540,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
7,"M1,M2",CY143621,Yes,1002,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
6,NA,CY143622,Yes,1439,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
1,PB2,CY143627,Yes,2316,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
8,"NS1,NS2",CY143624,Yes,865,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
4,HA,CY143620,Yes,1708,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
3,"PA,PA-X protein(+61)",CY143625,Yes,2151,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6)
8,"NS1,NS2",CY143632,Yes,865,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
5,NP,CY143631,Yes,1540,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
3,"PA,PA-X protein(+61)",CY143633,Yes,2151,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
4,HA,CY143628,Yes,1708,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
1,PB2,CY143635,Yes,2307,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
2,"PB1,PB1-F2",CY143634,Yes,2311,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
6,NA,CY143630,Yes,1439,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
7,"M1,M2",CY143629,Yes,991,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6)
6,NA,CY141688,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
1,PB2,CY141693,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
5,NP,CY141689,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
8,"NS1,NS2",CY141690,Yes,865,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
2,"PB1,PB1-F2",CY141692,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
3,"PA,PA-X protein(+61)",CY141691,Yes,2151,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
4,HA,CY141686,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
7,"M1,M2",CY141687,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08586R0/2010(H7N3)
7,"M1,M2",CY143637,Yes,991,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010
8,"NS1,NS2",CY143640,Yes,864,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010
2,"PB1,PB1-F2",CY143642,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8)
1,PB2,CY143643,Yes,2316,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8)
3,"PA,PA-X protein(+61)",CY143641,Yes,2208,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8)
6,NA,CY143638,Yes,1421,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8)
4,HA,CY143636,Yes,1740,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8)
5,NP,CY143639,Yes,1540,H3N8,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08587R0/2010(H3N8)
8,"NS1,NS2",CY143648,Yes,865,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
1,PB2,CY143651,Yes,2307,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
4,HA,CY143644,Yes,1708,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
2,"PB1,PB1-F2",CY143650,Yes,2309,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
6,NA,CY143646,Yes,1439,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
3,"PA,PA-X protein(+61)",CY143649,Yes,2151,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
7,"M1,M2",CY143645,Yes,982,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
5,NP,CY143647,Yes,1540,H4N6,8/4/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08612R0/2010
6,NA,CY141696,Yes,1428,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
4,HA,CY141694,Yes,1706,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
8,"NS1,NS2",CY141698,Yes,853,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
2,"PB1,PB1-F2",CY141700,Yes,2304,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
3,"PA,PA-X protein(+61)",CY141699,Yes,2202,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
1,PB2,CY141701,Yes,2307,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
5,NP,CY141697,Yes,1540,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
7,"M1,M2",CY141695,Yes,1002,H7N3,2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08705R0/2010
7,"M1,M2",CY143669,Yes,991,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
3,"PA,PA-X protein(+61)",CY143673,Yes,2151,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
2,"PB1,PB1-F2",CY143674,Yes,2309,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
8,"NS1,NS2",CY143672,Yes,865,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
1,PB2,CY143675,Yes,2307,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
6,NA,CY143670,Yes,1439,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
5,NP,CY143671,Yes,1540,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
4,HA,CY143668,Yes,1708,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08899R0/2010
2,"PB1,PB1-F2",CY143682,Yes,2309,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
7,"M1,M2",CY143677,Yes,991,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
6,NA,CY143678,Yes,1439,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
8,"NS1,NS2",CY143680,Yes,865,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
3,"PA,PA-X protein(+61)",CY143681,Yes,2202,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
5,NP,CY143679,Yes,1540,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
4,HA,CY143676,Yes,1708,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
1,PB2,CY143683,Yes,2307,H4N6,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08903R0/2010
5,NP,CY143687,Yes,1540,H3N8,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08920R0/2010
8,"NS1,NS2",CY143688,Yes,864,H3N8,8/5/2010,IRD:Northern Pintail/Avian,USA,Alaska,-N/A-,A/northern pintail/Interior Alaska/10BM08920R0/2010
