Common Name,Sample ID,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8
A/northern shoveler/Interior Alaska/9BM12519R0/2009(H4N8),9BM12519,,,,TP30,NSHO,Anas clypeata,F,K,U,HY,HY,W,M,C,64.86181,148.86778,1153,3-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS5,122,,N,,HUNTER-SHOT,695,111.9,45.3,228,,,612,9BM20612,9BM30612,LITTLE MINTO SW,SHOT,,,,,3-Sep-09,AM,,,,,,,,,,,,CY143233,CY143232,CY143231,CY143226,CY143229,CY143228,CY143227,CY143230
A/mallard/Interior Alaska/9BM12523R0/2009(H3N8),9BM12523,,,,BD21,MALL,Anas platyrhynchos,M,K,U,HY,HY,W,M,C,64.86181,148.86778,1153,3-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS5,124,,N,,HUNTER-SHOT,1244,112.1,51.9,282,,,614,9BM20614,9BM30614,LITTLE MINTO SW,SHOT,,,,,3-Sep-09,AM,,,,,,,,,,,,CY143241,CY143240,CY143239,CY143234,CY143237,CY143236,CY143235,CY143238
A/mallard/Interior Alaska/9BM12567R0/2009(H3N8),9BM12567,,,,TP34,MALL,Anas platyrhynchos,M,K,U,AHY,AHY,W,M,C,64.90807,148.86853,1101,4-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS6,146,,N,,HUNTER-SHOT,1512,115.5,55.4,281,,,636,9BM20636,9BM30636,HUNTER LAKE,SHOT,,,,,4-Sep-09,0600-1000,,,,,,,,,,,,CY143313,CY143312,CY143311,CY143306,CY143309,CY143308,CY143307,CY143310
A/mallard/Interior Alaska/9BM12627R0/2009(H3N8),9BM12627,,,,H55,MALL,Anas platyrhynchos,F,K,U,HY,HY,W,M,C,64.8986,148.76184,1822,4-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS8,176,,N,,HUNTER-SHOT,1000,107.5,50.3,273,,,664,9BM20664,9BM30664,BIG MINTO ,SHOT,,,,,4-Sep-09,900,,,,,,,,,,,,CY143321,CY143320,CY143319,CY143314,CY143317,CY143316,CY143315,CY143318
A/northern pintail/Interior Alaska/9BM12647R0/2009(H3N8),9BM12647,1096-80044,,,BD42,NOPI,Anas acuta,M,K,U,HY,HY,W,M,C,64.91465,148.86543,1255,5-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS8,186,U,Y,F,HUNTER-SHOT,927,106,47.3,265,,,669,9BM20669,9BM30669,DIVER ISLAND,SHOT,,,,,5-Sep-09,0830-1200,,,,,,,,,,,,CY143329,CY143328,CY143327,CY143322,CY143325,CY143324,CY143323,CY143326
A/northern pintail/Interior Alaska/9BM12700R0/2009(H3N8),9BM12700,1096-80084,,,BD55,NOPI,Anas acuta,F,K,U,HY,HY,W,M,C,64.87968,148.86122,911,6-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS9,213,U,Y,F,HUNTER-SHOT,872,98.6,45.1,255,,,696,9BM20696,9BM30696,LITTLE MINTO W,SHOT,,,,,6-Sep-09,0600-0845,,,,,,,,,,,,CY143347,CY143346,CY143345,CY143340,CY143343,CY143342,CY143341,CY143344
A/American green-winged teal/Interior Alaska/9BM12714R1/2009(H3N8),9BM12714,,,,BD62,AGWT,Anas crecca,F,K,U,HY,HY,W,M,C,64.87968,148.86122,911,6-Sep-09,9,2009,Brandt W. Meixell,"Minto Flats, USA, AK",HS9,220,,N,,HUNTER-SHOT,329,74.8,33.8,177,,,703,9BM20703,9BM30703,LITTLE MINTO W,SHOT,,,,,6-Sep-09,0600-0845,,,,,,,,,,,,CY143451,CY143450,CY143449,CY143444,CY143447,CY143446,CY143445,CY143448
A/mallard/Interior Alaska/9BM1358/2009(H8N4),9BM1358,1837-22454,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,C,64.8956,148.77324,2200,16-Jun-09,6,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B2,31,16-Jun-09,N,,SUMMER,970,108.3,51.9,270,,4,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,,,,,,,,,,CY080153*,CY080152*,CY080151*,CY080146*,CY080149*,CY080148*,CY080147*,CY080150*
A/northern shoveler/Interior Alaska/9BM1447R2/2009(H8N4),9BM1447,,,TP45,,NSHO,Anas clypeata,F,A,H,AHY,AHY,W,M,F,64.92172,148.8185,948,20-Jun-09,6,2009,Brandt W. Meixell,"Minto Flats, USA, AK",TP45,222,,,,NESTING HEN,,,,,,,,,,WACKY DUCK NECK,FLUSH,,,,,,,1,E,,,,,,,,,,CY130331,CY130330,CY130329,CY130324,CY130327,CY130326,CY130325,CY130328
A/mallard/Interior Alaska/9BM1585R1/2009(H12N5),9BM1585,1837-22459,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.91269,148.77545,2030,24-Jun-09,6,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B2,36,24-Jun-09,N,,SUMMER,1269,112.8,54.2,284,,0,,,,WHALE TAIL BAIT,BAIT TRAP,,,ECLIPSE PLUMAGE; FULL FLIGHT FEATHERS,,,,,,,,,,,,,,,CY078874,CY078873,CY078872,CY078867,CY078870,CY078869,CY078868,CY078871
A/mallard/Interior Alaska/9BM1799/2009(H12N5),9BM1799,,1201,,,MALL,Anas platyrhynchos,F,A,H,2A,HY,W,M,C,64.91269,148.77545,2100,1-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,166,,N,,DUCKLING,233,70.8,39.8,,32.1,0,,,,WHALE TAIL BAIT,BAIT TRAP,,,MUDDY AND WET,,,,,,B32,,,3-Mar,UNKNOWN,,,,,CY079785,CY079784,CY079783,CY079778,CY079781,CY079780,CY079779,CY079782
A/mallard/Interior Alaska/9BM1807/2009(H4N6),9BM1807,1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,948,2-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,188,1-Jul-09,Y,O,DUCKLING,435,,,,,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)„RATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078746,CY078745,CY078744,CY078739,CY078742,CY078741,CY078740,CY078743
A/mallard/Interior Alaska/9BM1809/2009(H4N6),9BM1809,1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,948,2-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,189,1-Jul-09,Y,O,DUCKLING,399,,,,,2,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)„RATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY079799,CY079798,CY079797,CY079792,CY079795,CY079794,CY079793,CY079796
A/mallard/Interior Alaska/9BM1812/2009(H4N6),9BM1812,1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,948,2-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,191,1-Jul-09,Y,O,DUCKLING,428,,,,,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)„RATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078722,CY078721,CY078720,CY078715,CY078718,CY078717,CY078716,CY078719
A/mallard/Interior Alaska/9BM1852/2009(H10N5),9BM1852,1837-22473,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.9143,148.75865,957,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D9,290,6-Jul-09,N,,DUCKLING,350,79.5,46.6,,35,,,,,WHALE TAIL,DRIVE TRAP,,,,,,,,,B45,,,12-Jun,UNKNOWN,,,,,CY078730,CY078729,CY078728,CY078723,CY078726,CY078725,CY078724,CY078727
A/mallard/Interior Alaska/9BM1856/2009(H4N6),9BM1856,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,948,2-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,186,1-Jul-09,Y,O,DUCKLING,430,,,,,2,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)„RATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078738,CY078737,CY078736,CY078731,CY078734,CY078733,CY078732,CY078735
A/mallard/Interior Alaska/9BM1864/2009(H4N6),9BM1864,1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,933,1-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,164,1-Jul-09,N,,DUCKLING,414,76.8,46.9,,35,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,THINK THAT HEN IS 1737-71672; COULD BE 1837-22463,,,,,,B31,1837-22463,,7-Jun,PRESENT,,,,,CY079589,CY079588,CY079587,CY079582,CY079585,CY079584,CY079583,CY079586
A/mallard/Interior Alaska/9BM1869/2009(H4N6),9BM1869,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,933,1-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,161,1-Jul-09,N,,DUCKLING,403,78.8,48.9,,36.8,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,THINK THAT HEN IS 1737-71672; COULD BE 1837-22463,,,,,,B31,1837-22463,,7-Jun,PRESENT,,,,,CY078754,CY078753,CY078752,CY078747,CY078750,CY078749,CY078748,CY078751
A/mallard/Interior Alaska/9BM1870/2009(H4N6),9BM1870,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,933,1-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,161,1-Jul-09,N,,DUCKLING,403,78.8,48.9,,36.8,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,THINK THAT HEN IS 1737-71672; COULD BE 1837-22463,,,,,,B31,1837-22463,,7-Jun,PRESENT,,,,,CY079807,CY079806,CY079805,CY079800,CY079803,CY079802,CY079801,CY079804
A/mallard/Interior Alaska/9BM1947/2009(H4N6),9BM1947,1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,4-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,249,1-Jul-09,Y,O,DUCKLING,418,79.3,46.8,,36.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078762,CY078761,CY078760,CY078755,CY078758,CY078757,CY078756,CY078759
A/mallard/Interior Alaska/9BM1949/2009(H4N6),9BM1949,1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,4-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,250,1-Jul-09,Y,O,DUCKLING,454,82.2,48.2,,39.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078770,CY078769,CY078768,CY078763,CY078766,CY078765,CY078764,CY078767
A/mallard/Interior Alaska/9BM1957/2009(H4N6),9BM1957,1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,4-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,254,1-Jul-09,Y,O,DUCKLING,437,80,46.3,,35.7,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY079597,CY079596,CY079595,CY079590,CY079593,CY079592,CY079591,CY079594
A/mallard/Interior Alaska/9BM1958/2009(H4N6),9BM1958,1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,920,4-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,254,1-Jul-09,Y,O,DUCKLING,437,80,46.3,,35.7,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078778,CY078777,CY078776,CY078771,CY078774,CY078773,CY078772,CY078775
A/mallard/Interior Alaska/9BM1959/2009(H4N6),9BM1959,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,4-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,255,1-Jul-09,Y,O,DUCKLING,466,81.7,49.7,,38.7,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY079822,CY079821,CY079820,CY079815,CY079818,CY079817,CY079816,CY079819
A/mallard/Interior Alaska/9BM1962/2009(H4N6),9BM1962,1837-22432,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,920,4-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,256,2-Jul-09,Y,O,DUCKLING,457,80.9,47.5,,39.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,PRESENT,,,,,CY078786,CY078785,CY078784,CY078779,CY078782,CY078781,CY078780,CY078783
A/mallard/Interior Alaska/9BM1964/2009(H4N6),9BM1964,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,267,1-Jul-09,Y,O,DUCKLING,500,84.8,50,,40.4,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY079605,CY079604,CY079603,CY079598,CY079601,CY079600,CY079599,CY079602
A/mallard/Interior Alaska/9BM1965/2009(H4N6),9BM1965,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,267,1-Jul-09,Y,O,DUCKLING,500,84.8,50,,40.4,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY078794,CY078793,CY078792,CY078787,CY078790,CY078789,CY078788,CY078791
A/mallard/Interior Alaska/9BM1967/2009(H4N6),9BM1967,1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,268,1-Jul-09,Y,O,DUCKLING,504,84.9,48.9,,38.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY078802,CY078801,CY078800,CY078795,CY078798,CY078797,CY078796,CY078799
A/mallard/Interior Alaska/9BM1968/2009(H4N6),9BM1968,1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,269,1-Jul-09,Y,O,DUCKLING,452,82.3,47.2,,37.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY079830,CY079829,CY079828,CY079823,CY079826,CY079825,CY079824,CY079827
A/mallard/Interior Alaska/9BM1969/2009(H4N6),9BM1969,1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,269,1-Jul-09,Y,O,DUCKLING,452,82.3,47.2,,37.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY079838,CY079837,CY079836,CY079831,CY079834,CY079833,CY079832,CY079835
A/mallard/Interior Alaska/9BM1972/2009(H4N6),9BM1972,1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2B,HY,W,M,C,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,271,1-Jul-09,Y,O,DUCKLING,571,89.1,52,,40.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,SWAB TOUCHED ACTION PACKER,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY079846,CY079845,CY079844,CY079839,CY079842,CY079841,CY079840,CY079843
A/mallard/Interior Alaska/9BM1974/2009(H4N6),9BM1974,1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,272,1-Jul-09,Y,O,DUCKLING,475,85.7,49.6,,39.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY078810,CY078809,CY078808,CY078803,CY078806,CY078805,CY078804,CY078807
A/mallard/Interior Alaska/9BM1975/2009(H4N6),9BM1975,1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,6-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,272,1-Jul-09,Y,O,DUCKLING,475,85.7,49.6,,39.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,8-Aug,UNKNOWN,,,,,CY078818,CY078817,CY078816,CY078811,CY078814,CY078813,CY078812,CY078815
A/mallard/Interior Alaska/9BM2057/2009(H4N6),9BM2057,1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2B,HY,W,M,C,64.8956,148.77324,844,8-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D11,378,1-Jul-09,Y,O,DUCKLING,600,90.7,53.7,,42.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,6/?,,,,,,CY078826,CY078825,CY078824,CY078819,CY078822,CY078821,CY078820,CY078823
A/mallard/Interior Alaska/9BM2073/2009(H4N6),9BM2073,1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,954,9-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D11,386,1-Jul-09,Y,O,DUCKLING,553,87,51.8,,41.9,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,7/?,PRESENT,,,,,CY079854,CY079853,CY079852,CY079847,CY079850,CY079849,CY079848,CY079851
A/mallard/Interior Alaska/9BM2077/2009(H4N6),9BM2077,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,954,9-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D11,388,1-Jul-09,Y,O,DUCKLING,560,88.5,53.2,,42,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,7/?,PRESENT,,,,,CY078834,CY078833,CY078832,CY078827,CY078830,CY078829,CY078828,CY078831
A/mallard/Interior Alaska/9BM2164/2009(H4N6),9BM2164,1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2C,HY,W,M,C,64.8956,148.77324,1000,10-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D12,392,1-Jul-09,Y,O,DUCKLING,650,93.1,54.6,,43.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,5/?,PRESENT,,,,,CY079869,CY079868,CY079867,CY079862,CY079865,CY079864,CY079863,CY079866
A/mallard/Interior Alaska/9BM2168/2009(H4N6),9BM2168,1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1000,10-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D12,394,1-Jul-09,Y,O,DUCKLING,570,85.7,49.6,,40.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,5/?,PRESENT,,,,,CY078842,CY078841,CY078840,CY078835,CY078838,CY078837,CY078836,CY078839
A/mallard/Interior Alaska/9BM2170/2009(H4N6),9BM2170,1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1000,10-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D12,395,1-Jul-09,Y,O,DUCKLING,578,88.9,51.2,,42.6,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,5/?,PRESENT,,,,,CY078850,CY078849,CY078848,CY078843,CY078846,CY078845,CY078844,CY078847
A/mallard/Interior Alaska/9BM2239/2009(H4N6),9BM2239,,1333,,,MALL,Anas platyrhynchos,M,A,H,1C,HY,W,M,OP,64.8956,148.77324,41,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D16,497,,N,,DUCKLING,177,65,35.4,,26.4,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,WET AND MUDDY BUT DRIED OFF WITH TOWEL; CAPTURED WITH 1757-75009 AND ANOTHER BANDED HEN; COULD BE HEN OF THIS BROOD OR SHE IS HEN OF B31 WHO WERE ALSO IN TRAP BUT NOT PROCESSED,,,,,,B68,,,7-Jul,PRESENT,,,,,CY079877*,CY079876*,CY079875*,CY079870*,CY079873*,CY079872*,CY079871*,CY079874*
A/mallard/Interior Alaska/9BM2241R1/2009(H4N6),9BM2241,,1334,,,MALL,Anas platyrhynchos,M,A,H,1C,HY,W,M,OP,64.8956,148.77324,41,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D16,498,,N,,DUCKLING,174,63.9,34.8,,25.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,WET AND MUDDY BUT DRIED OFF WITH TOWEL; CAPTURED WITH 1757-75009 AND ANOTHER BANDED HEN; COULD BE HEN OF THIS BROOD OR SHE IS HEN OF B31 WHO WERE ALSO IN TRAP BUT NOT PROCESSED,,,,,,B68,,,7-Jul,PRESENT,,,,,CY130363,CY130362,CY130361,CY130356,CY130359,CY130358,CY130357,CY130360
A/mallard/Interior Alaska/9BM2243/2009(H4N6),9BM2243,,1335,,,MALL,Anas platyrhynchos,M,A,H,1C,HY,W,M,OP,64.8956,148.77324,41,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D16,499,,N,,DUCKLING,162,63.3,34.8,,25.4,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,WET AND MUDDY BUT DRIED OFF WITH TOWEL; CAPTURED WITH 1757-75009 AND ANOTHER BANDED HEN; COULD BE HEN OF THIS BROOD OR SHE IS HEN OF B31 WHO WERE ALSO IN TRAP BUT NOT PROCESSED,,,,,,B68,,,7-Jul,PRESENT,,,,,CY079885,CY079884,CY079883,CY079878,CY079881,CY079880,CY079879,CY079882
A/mallard/Interior Alaska/9BM2250R0/2009(H4N6),9BM2250,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,413,1-Jul-09,Y,O,DUCKLING,602,91,53,,43.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,8-Jun,PRESENT,,,,,CY130355,CY130354,CY130353,CY130348,CY130351,CY130350,CY130349,CY130352
A/mallard/Interior Alaska/9BM2252/2009(H4N6),9BM2252,1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,414,1-Jul-09,Y,O,DUCKLING,576,87,50.6,,40.6,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,8-Jun,PRESENT,,,,,CY079893,CY079892,CY079891,CY079886,CY079889,CY079888,CY079887,CY079890
A/mallard/Interior Alaska/9BM2254/2009(H4N6),9BM2254,1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,415,1-Jul-09,Y,O,DUCKLING,603,90.2,51.1,,41.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,8-Jun,PRESENT,,,,,CY078858,CY078857,CY078856,CY078851,CY078854,CY078853,CY078852,CY078855
A/mallard/Interior Alaska/9BM2256/2009(H4N6),9BM2256,1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,416,1-Jul-09,Y,O,DUCKLING,588,89.4,52.5,,43.8,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,8-Jun,PRESENT,,,,,CY078866,CY078865,CY078864,CY078859,CY078862,CY078861,CY078860,CY078863
A/mallard/Interior Alaska/9BM2259/2009(H4N6),9BM2259,1837-22433,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,OP,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,417,2-Jul-09,Y,O,DUCKLING,577,88.3,51.5,,41.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,8-Jun,PRESENT,,,,,CY079613,CY079612,CY079611,CY079606,CY079609,CY079608,CY079607,CY079610
